dataset,method,signature_id,T_total,T_train,T_val,T_test,param,seed,test_n_alerts,test_has_alert,test_detected,test_precision,test_recall,test_f1,test_far,test_storage_reduc,test_tp_iv,test_fp_iv,test_tp_al,test_fn_al,test_mean_delay,test_n_on
mozilla-beta,"ARIMA(1,1,1)",2715503,3473,2084,695,694,0.3,,0,False,False,0.0,0.0,0.0,0.053314,0.9121,0,37,0,0,,61
mozilla-beta,"ARIMA(1,1,1)",4167866,1366,820,273,273,0.3,,0,False,False,0.0,0.0,0.0,0.062271,0.8755,0,17,0,0,,34
mozilla-beta,"ARIMA(1,1,1)",4167868,1366,820,273,273,0.3,,0,False,False,0.0,0.0,0.0,0.047619,0.9377,0,13,0,0,,17
mozilla-beta,"ARIMA(1,1,1)",4167870,1366,820,273,273,0.3,,0,False,False,0.0,0.0,0.0,0.080586,0.8901,0,22,0,0,,30
mozilla-beta,"ARIMA(1,1,1)",4167872,1366,820,273,273,0.3,,1,True,True,0.0526,1.0,0.1,0.065934,0.8938,1,18,1,0,4.0,29
mozilla-beta,"ARIMA(1,1,1)",4168118,1366,820,273,273,0.3,,2,True,True,0.2143,1.0,0.3529,0.040293,0.9231,3,11,2,0,-2.0,21
mozilla-beta,"ARIMA(1,1,1)",4168119,1366,820,273,273,0.3,,0,False,False,0.0,0.0,0.0,0.080586,0.9048,0,22,0,0,,26
mozilla-beta,"ARIMA(1,1,1)",4168120,1366,820,273,273,0.3,,3,True,True,0.2857,1.0,0.4444,0.03663,0.9341,4,10,3,0,-1.33,18
mozilla-beta,"ARIMA(1,1,1)",4168121,1366,820,273,273,0.3,,2,True,True,0.1667,1.0,0.2857,0.054945,0.9048,3,15,2,0,-2.5,26
mozilla-beta,"ARIMA(1,1,1)",4168123,1366,820,273,273,0.3,,3,True,True,0.2143,1.0,0.3529,0.040293,0.9267,3,11,3,0,-0.33,20
mozilla-beta,"ARIMA(1,1,1)",4168124,1366,820,273,273,0.3,,3,True,True,0.1739,1.0,0.2963,0.069597,0.8755,4,19,3,0,-1.0,34
mozilla-beta,"ARIMA(1,1,1)",4168126,1366,820,273,273,0.3,,3,True,True,0.1875,1.0,0.3158,0.047619,0.9194,3,13,3,0,0.0,22
mozilla-beta,"ARIMA(1,1,1)",4168127,1366,820,273,273,0.3,,4,True,True,0.25,0.75,0.375,0.054945,0.8791,5,15,3,1,-1.33,33
mozilla-beta,"ARIMA(1,1,1)",4168129,1366,820,273,273,0.3,,3,True,True,0.2143,1.0,0.3529,0.040293,0.9267,3,11,3,0,0.0,20
mozilla-beta,"ARIMA(1,1,1)",2259498,1267,760,253,254,0.3,,1,True,True,0.5,1.0,0.6667,0.003937,0.9921,1,1,1,0,0.0,2
mozilla-beta,"ARIMA(1,1,1)",2259499,1267,760,253,254,0.3,,4,True,True,0.625,1.0,0.7692,0.011811,0.937,5,3,4,0,-0.75,16
mozilla-beta,"ARIMA(1,1,1)",4167806,1266,760,253,253,0.3,,2,True,False,0.0,0.0,0.0,0.063241,0.9091,0,16,0,2,,23
mozilla-beta,"ARIMA(1,1,1)",4167808,1266,760,253,253,0.3,,2,True,True,0.0714,0.5,0.125,0.051383,0.9209,1,13,1,1,5.0,20
mozilla-beta,"ARIMA(1,1,1)",4167970,1266,760,253,253,0.3,,1,True,False,0.0,0.0,0.0,0.059289,0.9091,0,15,0,1,,23
mozilla-beta,"ARIMA(1,1,1)",4167971,1266,760,253,253,0.3,,1,True,False,0.0,0.0,0.0,0.051383,0.917,0,13,0,1,,21
mozilla-beta,"ARIMA(1,1,1)",4167972,1266,760,253,253,0.3,,1,True,False,0.0,0.0,0.0,0.059289,0.9091,0,15,0,1,,23
mozilla-beta,"ARIMA(1,1,1)",4167973,1266,760,253,253,0.3,,1,True,False,0.0,0.0,0.0,0.047431,0.9209,0,12,0,1,,20
mozilla-beta,"ARIMA(1,1,1)",4167975,1266,760,253,253,0.3,,1,True,False,0.0,0.0,0.0,0.055336,0.913,0,14,0,1,,22
mozilla-beta,"ARIMA(1,1,1)",2085792,1248,749,250,249,0.3,,1,True,True,0.5,1.0,0.6667,0.004016,0.992,1,1,1,0,0.0,2
mozilla-beta,"ARIMA(1,1,1)",2170955,1248,749,250,249,0.3,,1,True,True,0.5,1.0,0.6667,0.004016,0.992,1,1,1,0,0.0,2
mozilla-beta,"ARIMA(1,1,1)",2881160,1243,746,249,248,0.3,,1,True,True,0.5,1.0,0.6667,0.004032,0.9919,1,1,1,0,0.0,2
mozilla-beta,"ARIMA(1,1,1)",2922669,1243,746,249,248,0.3,,4,True,True,0.4,1.0,0.5714,0.024194,0.9476,4,6,4,0,0.0,13
mozilla-beta,"ARIMA(1,1,1)",4168626,1237,742,247,248,0.3,,0,False,False,0.0,0.0,0.0,0.060484,0.8669,0,15,0,0,,33
mozilla-beta,"ARIMA(1,1,1)",4168628,1237,742,247,248,0.3,,0,False,False,0.0,0.0,0.0,0.044355,0.9516,0,11,0,0,,12
mozilla-beta,"ARIMA(1,1,1)",4168630,1237,742,247,248,0.3,,0,False,False,0.0,0.0,0.0,0.068548,0.7702,0,17,0,0,,57
mozilla-beta,"ARIMA(1,1,1)",4168632,1237,742,247,248,0.3,,0,False,False,0.0,0.0,0.0,0.060484,0.9234,0,15,0,0,,19
mozilla-beta,"ARIMA(1,1,1)",4169058,1237,742,247,248,0.3,,0,False,False,0.0,0.0,0.0,0.08871,0.875,0,22,0,0,,31
mozilla-beta,"ARIMA(1,1,1)",4169059,1237,742,247,248,0.3,,2,True,True,0.1667,0.5,0.25,0.060484,0.875,3,15,1,1,0.0,31
mozilla-beta,"ARIMA(1,1,1)",4169060,1237,742,247,248,0.3,,1,True,True,0.0588,1.0,0.1111,0.064516,0.8871,1,16,1,0,4.0,28
mozilla-beta,"ARIMA(1,1,1)",4169061,1237,742,247,248,0.3,,2,True,True,0.0588,0.5,0.1053,0.064516,0.879,1,16,1,1,5.0,30
mozilla-beta,"ARIMA(1,1,1)",4169063,1237,742,247,248,0.3,,0,False,False,0.0,0.0,0.0,0.076613,0.9032,0,19,0,0,,24
mozilla-beta,"ARIMA(1,1,1)",4169064,1237,742,247,248,0.3,,0,False,False,0.0,0.0,0.0,0.060484,0.8508,0,15,0,0,,37
mozilla-beta,"ARIMA(1,1,1)",4169065,1237,742,247,248,0.3,,0,False,False,0.0,0.0,0.0,0.064516,0.8468,0,16,0,0,,38
mozilla-beta,"ARIMA(1,1,1)",4169067,1237,742,247,248,0.3,,0,False,False,0.0,0.0,0.0,0.064516,0.8468,0,16,0,0,,38
mozilla-beta,"ARIMA(1,1,1)",4169069,1237,742,247,248,0.3,,0,False,False,0.0,0.0,0.0,0.060484,0.8508,0,15,0,0,,37
mozilla-beta,"ARIMA(1,1,1)",2170593,1212,727,242,243,0.3,,1,True,True,0.5,1.0,0.6667,0.004115,0.9753,1,1,1,0,0.0,6
mozilla-beta,"ARIMA(1,1,1)",2018739,1211,727,242,242,0.3,,1,True,True,0.5,1.0,0.6667,0.004132,0.9752,1,1,1,0,0.0,6
mozilla-beta,"ARIMA(1,1,1)",2017653,1207,724,241,242,0.3,,1,True,True,0.5,1.0,0.6667,0.004132,0.9917,1,1,1,0,0.0,2
mozilla-beta,"ARIMA(1,1,1)",2017654,1207,724,241,242,0.3,,4,True,True,0.3571,1.0,0.5263,0.03719,0.9339,5,9,4,0,-0.5,16
mozilla-beta,"ARIMA(1,1,1)",3892103,1199,719,240,240,0.3,,0,False,False,0.0,0.0,0.0,0.079167,0.9042,0,19,0,0,,23
mozilla-beta,"ARIMA(1,1,1)",3892105,1199,719,240,240,0.3,,0,False,False,0.0,0.0,0.0,0.070833,0.9125,0,17,0,0,,21
mozilla-beta,"ARIMA(1,1,1)",3892109,1199,719,240,240,0.3,,1,True,True,0.0714,1.0,0.1333,0.054167,0.9,1,13,1,0,-5.0,24
mozilla-beta,"ARIMA(1,1,1)",3892494,1199,719,240,240,0.3,,0,False,False,0.0,0.0,0.0,0.0875,0.8583,0,21,0,0,,34
mozilla-beta,"ARIMA(1,1,1)",3892495,1199,719,240,240,0.3,,0,False,False,0.0,0.0,0.0,0.091667,0.8875,0,22,0,0,,27
mozilla-beta,"ARIMA(1,1,1)",3892496,1199,719,240,240,0.3,,0,False,False,0.0,0.0,0.0,0.0875,0.8833,0,21,0,0,,28
mozilla-beta,"ARIMA(1,1,1)",3892497,1199,719,240,240,0.3,,0,False,False,0.0,0.0,0.0,0.075,0.9042,0,18,0,0,,23
mozilla-beta,"ARIMA(1,1,1)",3892499,1199,719,240,240,0.3,,0,False,False,0.0,0.0,0.0,0.083333,0.8833,0,20,0,0,,28
mozilla-beta,"ARIMA(1,1,1)",3892500,1199,719,240,240,0.3,,0,False,False,0.0,0.0,0.0,0.070833,0.8958,0,17,0,0,,25
mozilla-beta,"ARIMA(1,1,1)",3892502,1199,719,240,240,0.3,,0,False,False,0.0,0.0,0.0,0.075,0.8917,0,18,0,0,,26
mozilla-beta,"ARIMA(1,1,1)",4169272,1184,710,237,237,0.3,,2,True,True,0.1667,1.0,0.2857,0.042194,0.9451,2,10,2,0,0.0,13
mozilla-beta,"ARIMA(1,1,1)",4169276,1184,710,237,237,0.3,,0,False,False,0.0,0.0,0.0,0.101266,0.8692,0,24,0,0,,31
mozilla-beta,"ARIMA(1,1,1)",4169717,1184,710,237,237,0.3,,2,True,True,0.1111,1.0,0.2,0.067511,0.9114,2,16,2,0,0.0,21
mozilla-beta,"ARIMA(1,1,1)",4169718,1184,710,237,237,0.3,,2,True,True,0.25,1.0,0.4,0.050633,0.8861,4,12,2,0,-2.5,27
mozilla-beta,"ARIMA(1,1,1)",4169719,1184,710,237,237,0.3,,1,True,True,0.0526,1.0,0.1,0.075949,0.8903,1,18,1,0,-3.0,26
mozilla-beta,"ARIMA(1,1,1)",4169720,1184,710,237,237,0.3,,2,True,True,0.2222,1.0,0.3636,0.059072,0.8987,4,14,2,0,-2.5,24
mozilla-beta,"ARIMA(1,1,1)",4169722,1184,710,237,237,0.3,,2,True,True,0.2,1.0,0.3333,0.050633,0.9114,3,12,2,0,-2.5,21
mozilla-beta,"ARIMA(1,1,1)",4169723,1184,710,237,237,0.3,,0,False,False,0.0,0.0,0.0,0.07173,0.903,0,17,0,0,,23
mozilla-beta,"ARIMA(1,1,1)",4169724,1184,710,237,237,0.3,,0,False,False,0.0,0.0,0.0,0.059072,0.903,0,14,0,0,,23
mozilla-beta,"ARIMA(1,1,1)",4169726,1184,710,237,237,0.3,,0,False,False,0.0,0.0,0.0,0.063291,0.8987,0,15,0,0,,24
mozilla-beta,"ARIMA(1,1,1)",4169728,1184,710,237,237,0.3,,0,False,False,0.0,0.0,0.0,0.054852,0.9072,0,13,0,0,,22
mozilla-beta,"ARIMA(1,1,1)",4169630,1157,694,231,232,0.3,,0,False,False,0.0,0.0,0.0,0.064655,0.9181,0,15,0,0,,19
mozilla-beta,"ARIMA(1,1,1)",4169632,1157,694,231,232,0.3,,2,True,True,0.1429,1.0,0.25,0.051724,0.875,2,12,2,0,0.0,29
mozilla-beta,"ARIMA(1,1,1)",4169769,1157,694,231,232,0.3,,0,False,False,0.0,0.0,0.0,0.068966,0.8966,0,16,0,0,,24
mozilla-beta,"ARIMA(1,1,1)",4169770,1157,694,231,232,0.3,,0,False,False,0.0,0.0,0.0,0.060345,0.9095,0,14,0,0,,21
mozilla-beta,"ARIMA(1,1,1)",4169771,1157,694,231,232,0.3,,0,False,False,0.0,0.0,0.0,0.081897,0.8707,0,19,0,0,,30
mozilla-beta,"ARIMA(1,1,1)",4169772,1157,694,231,232,0.3,,0,False,False,0.0,0.0,0.0,0.060345,0.9095,0,14,0,0,,21
mozilla-beta,"ARIMA(1,1,1)",4169774,1157,694,231,232,0.3,,0,False,False,0.0,0.0,0.0,0.064655,0.9052,0,15,0,0,,22
mozilla-beta,"ARIMA(1,1,1)",4167843,1148,689,230,229,0.3,,0,False,False,0.0,0.0,0.0,0.061135,0.9083,0,14,0,0,,21
mozilla-beta,"ARIMA(1,1,1)",4167847,1148,689,230,229,0.3,,2,True,True,0.1667,1.0,0.2857,0.065502,0.8472,3,15,2,0,-3.5,35
mozilla-beta,"ARIMA(1,1,1)",4167849,1148,689,230,229,0.3,,1,True,True,0.1111,1.0,0.2,0.069869,0.8472,2,16,1,0,-1.0,35
mozilla-beta,"ARIMA(1,1,1)",4167990,1148,689,230,229,0.3,,0,False,False,0.0,0.0,0.0,0.074236,0.9214,0,17,0,0,,18
mozilla-beta,"ARIMA(1,1,1)",4167991,1148,689,230,229,0.3,,0,False,False,0.0,0.0,0.0,0.074236,0.9214,0,17,0,0,,18
mozilla-beta,"ARIMA(1,1,1)",4167993,1148,689,230,229,0.3,,0,False,False,0.0,0.0,0.0,0.065502,0.8996,0,15,0,0,,23
mozilla-beta,"ARIMA(1,1,1)",4167995,1148,689,230,229,0.3,,0,False,False,0.0,0.0,0.0,0.074236,0.9214,0,17,0,0,,18
mozilla-beta,"ARIMA(1,1,1)",4167996,1148,689,230,229,0.3,,0,False,False,0.0,0.0,0.0,0.091703,0.8952,0,21,0,0,,24
mozilla-beta,"ARIMA(1,1,1)",4167998,1148,689,230,229,0.3,,1,True,True,0.0556,1.0,0.1053,0.074236,0.8384,1,17,1,0,-5.0,37
mozilla-beta,"ARIMA(1,1,1)",4167999,1148,689,230,229,0.3,,0,False,False,0.0,0.0,0.0,0.091703,0.8821,0,21,0,0,,27
mozilla-beta,"ARIMA(1,1,1)",4168001,1148,689,230,229,0.3,,0,False,False,0.0,0.0,0.0,0.082969,0.9083,0,19,0,0,,21
mozilla-beta,"ARIMA(1,1,1)",3748528,1135,681,227,227,0.3,,0,False,False,0.0,0.0,0.0,0.004405,0.9868,0,1,0,0,,3
mozilla-beta,"ARIMA(1,1,1)",1485517,1121,673,224,224,0.3,,1,True,True,0.5,1.0,0.6667,0.004464,0.9732,1,1,1,0,0.0,6
mozilla-beta,"ARIMA(1,1,1)",4167772,1120,672,224,224,0.3,,1,True,True,0.1538,1.0,0.2667,0.049107,0.8973,2,11,1,0,-5.0,23
mozilla-beta,"ARIMA(1,1,1)",4168022,1120,672,224,224,0.3,,1,True,True,0.0625,1.0,0.1176,0.066964,0.9152,1,15,1,0,0.0,19
mozilla-beta,"ARIMA(1,1,1)",4168023,1120,672,224,224,0.3,,0,False,False,0.0,0.0,0.0,0.084821,0.8527,0,19,0,0,,33
mozilla-beta,"ARIMA(1,1,1)",4168024,1120,672,224,224,0.3,,0,False,False,0.0,0.0,0.0,0.075893,0.8973,0,17,0,0,,23
mozilla-beta,"ARIMA(1,1,1)",4168025,1120,672,224,224,0.3,,1,True,True,0.0455,1.0,0.087,0.09375,0.8929,1,21,1,0,0.0,24
mozilla-beta,"ARIMA(1,1,1)",4168028,1120,672,224,224,0.3,,1,True,True,0.1,1.0,0.1818,0.080357,0.8571,2,18,1,0,-9.0,32
mozilla-beta,"ARIMA(1,1,1)",4168029,1120,672,224,224,0.3,,1,True,True,0.1,1.0,0.1818,0.080357,0.8616,2,18,1,0,-9.0,31
mozilla-beta,"ARIMA(1,1,1)",4168031,1120,672,224,224,0.3,,1,True,True,0.1111,1.0,0.2,0.071429,0.8482,2,16,1,0,-9.0,34
mozilla-beta,"ARIMA(1,1,1)",4168033,1120,672,224,224,0.3,,1,True,True,0.0588,1.0,0.1111,0.071429,0.8705,1,16,1,0,-9.0,29
mozilla-beta,"ARIMA(1,1,1)",4169223,1099,659,220,220,0.3,,1,True,False,0.0,0.0,0.0,0.090909,0.8591,0,20,0,1,,31
mozilla-beta,"ARIMA(1,1,1)",4169225,1099,659,220,220,0.3,,0,False,False,0.0,0.0,0.0,0.05,0.7636,0,11,0,0,,52
mozilla-beta,"ARIMA(1,1,1)",4169229,1099,659,220,220,0.3,,0,False,False,0.0,0.0,0.0,0.077273,0.8545,0,17,0,0,,32
mozilla-beta,"ARIMA(1,1,1)",4169605,1099,659,220,220,0.3,,1,True,True,0.05,1.0,0.0952,0.086364,0.8682,1,19,1,0,0.0,29
mozilla-beta,"ARIMA(1,1,1)",4169606,1099,659,220,220,0.3,,1,True,True,0.0476,1.0,0.0909,0.090909,0.8682,1,20,1,0,0.0,29
mozilla-beta,"ARIMA(1,1,1)",4169607,1099,659,220,220,0.3,,1,True,False,0.0,0.0,0.0,0.063636,0.8864,0,14,0,1,,25
mozilla-beta,"ARIMA(1,1,1)",4169608,1099,659,220,220,0.3,,1,True,False,0.0,0.0,0.0,0.095455,0.8682,0,21,0,1,,29
mozilla-beta,"ARIMA(1,1,1)",4169610,1099,659,220,220,0.3,,1,True,True,0.05,1.0,0.0952,0.086364,0.8727,1,19,1,0,0.0,28
mozilla-beta,"ARIMA(1,1,1)",1702217,1078,647,216,215,0.3,,1,True,True,0.5,1.0,0.6667,0.004651,0.9907,1,1,1,0,0.0,2
mozilla-beta,"ARIMA(1,1,1)",1533097,1077,646,215,216,0.3,,4,True,True,0.4444,1.0,0.6154,0.023148,0.9259,4,5,4,0,0.0,16
mozilla-beta,"ARIMA(1,1,1)",2954644,1063,638,213,212,0.3,,0,False,False,0.0,0.0,0.0,0.004717,0.9953,0,1,0,0,,1
mozilla-beta,"ARIMA(1,1,1)",2954645,1063,638,213,212,0.3,,3,True,True,0.4,1.0,0.5714,0.028302,0.934,4,6,3,0,-1.33,14
mozilla-beta,"ARIMA(1,1,1)",4168063,1059,635,212,212,0.3,,0,False,False,0.0,0.0,0.0,0.061321,0.934,0,13,0,0,,14
mozilla-beta,"ARIMA(1,1,1)",4168065,1059,635,212,212,0.3,,0,False,False,0.0,0.0,0.0,0.061321,0.9198,0,13,0,0,,17
mozilla-beta,"ARIMA(1,1,1)",4168067,1059,635,212,212,0.3,,0,False,False,0.0,0.0,0.0,0.056604,0.8443,0,12,0,0,,33
mozilla-beta,"ARIMA(1,1,1)",4168069,1059,635,212,212,0.3,,0,False,False,0.0,0.0,0.0,0.04717,0.9292,0,10,0,0,,15
mozilla-beta,"ARIMA(1,1,1)",4169004,1059,635,212,212,0.3,,0,False,False,0.0,0.0,0.0,0.056604,0.9151,0,12,0,0,,18
mozilla-beta,"ARIMA(1,1,1)",4169005,1059,635,212,212,0.3,,0,False,False,0.0,0.0,0.0,0.051887,0.9481,0,11,0,0,,11
mozilla-beta,"ARIMA(1,1,1)",4169006,1059,635,212,212,0.3,,1,True,True,0.0833,1.0,0.1538,0.051887,0.8915,1,11,1,0,-1.0,23
mozilla-beta,"ARIMA(1,1,1)",4169007,1059,635,212,212,0.3,,0,False,False,0.0,0.0,0.0,0.070755,0.8821,0,15,0,0,,25
mozilla-beta,"ARIMA(1,1,1)",4169009,1059,635,212,212,0.3,,0,False,False,0.0,0.0,0.0,0.066038,0.8868,0,14,0,0,,24
mozilla-beta,"ARIMA(1,1,1)",4169010,1059,635,212,212,0.3,,0,False,False,0.0,0.0,0.0,0.075472,0.8868,0,16,0,0,,24
mozilla-beta,"ARIMA(1,1,1)",4169011,1059,635,212,212,0.3,,0,False,False,0.0,0.0,0.0,0.099057,0.8821,0,21,0,0,,25
mozilla-beta,"ARIMA(1,1,1)",4169012,1059,635,212,212,0.3,,1,True,True,0.0833,1.0,0.1538,0.051887,0.9057,1,11,1,0,0.0,20
mozilla-beta,"ARIMA(1,1,1)",4169015,1059,635,212,212,0.3,,0,False,False,0.0,0.0,0.0,0.080189,0.9009,0,17,0,0,,21
mozilla-beta,"ARIMA(1,1,1)",4167816,1051,631,210,210,0.3,,0,False,False,0.0,0.0,0.0,0.080952,0.8952,0,17,0,0,,22
mozilla-beta,"ARIMA(1,1,1)",4167820,1051,631,210,210,0.3,,3,True,True,0.2222,1.0,0.3636,0.066667,0.8714,4,14,3,0,-0.67,27
mozilla-beta,"ARIMA(1,1,1)",4168106,1051,631,210,210,0.3,,0,False,False,0.0,0.0,0.0,0.071429,0.8857,0,15,0,0,,24
mozilla-beta,"ARIMA(1,1,1)",4168109,1051,631,210,210,0.3,,0,False,False,0.0,0.0,0.0,0.090476,0.8238,0,19,0,0,,37
mozilla-beta,"ARIMA(1,1,1)",4168112,1051,631,210,210,0.3,,1,True,True,0.0833,1.0,0.1538,0.052381,0.9238,1,11,1,0,2.0,16
mozilla-beta,"ARIMA(1,1,1)",4168114,1051,631,210,210,0.3,,1,True,False,0.0,0.0,0.0,0.080952,0.8667,0,17,0,1,,28
mozilla-beta,"ARIMA(1,1,1)",4168115,1051,631,210,210,0.3,,0,False,False,0.0,0.0,0.0,0.071429,0.881,0,15,0,0,,25
mozilla-beta,"ARIMA(1,1,1)",2022245,1048,629,210,209,0.3,,1,True,True,0.5,1.0,0.6667,0.004785,0.9904,1,1,1,0,0.0,2
mozilla-beta,"ARIMA(1,1,1)",3892689,1044,626,209,209,0.3,,2,True,True,0.1818,1.0,0.3077,0.043062,0.9091,2,9,2,0,0.0,19
mozilla-beta,"ARIMA(1,1,1)",3892716,1044,626,209,209,0.3,,2,True,True,0.0667,0.5,0.1176,0.066986,0.8756,1,14,1,1,-4.0,26
mozilla-beta,"ARIMA(1,1,1)",3892717,1044,626,209,209,0.3,,2,True,True,0.0625,0.5,0.1111,0.07177,0.8517,1,15,1,1,-4.0,31
mozilla-beta,"ARIMA(1,1,1)",3892719,1044,626,209,209,0.3,,2,True,True,0.1429,1.0,0.25,0.057416,0.8708,2,12,2,0,-2.0,27
mozilla-beta,"ARIMA(1,1,1)",3892721,1044,626,209,209,0.3,,2,True,True,0.0667,0.5,0.1176,0.066986,0.866,1,14,1,1,-4.0,28
mozilla-beta,"ARIMA(1,1,1)",4170047,1030,618,206,206,0.3,,0,False,False,0.0,0.0,0.0,0.048544,0.9223,0,10,0,0,,16
mozilla-beta,"ARIMA(1,1,1)",4170073,1030,618,206,206,0.3,,0,False,False,0.0,0.0,0.0,0.067961,0.9126,0,14,0,0,,18
mozilla-beta,"ARIMA(1,1,1)",4170074,1030,618,206,206,0.3,,0,False,False,0.0,0.0,0.0,0.063107,0.9223,0,13,0,0,,16
mozilla-beta,"ARIMA(1,1,1)",4170075,1030,618,206,206,0.3,,0,False,False,0.0,0.0,0.0,0.038835,0.9515,0,8,0,0,,10
mozilla-beta,"ARIMA(1,1,1)",4788899,1023,614,205,204,0.3,,0,False,False,0.0,0.0,0.0,0.093137,0.902,0,19,0,0,,20
mozilla-beta,"ARIMA(1,1,1)",4169249,1001,601,200,200,0.3,,1,True,False,0.0,0.0,0.0,0.075,0.885,0,15,0,1,,23
mozilla-beta,"ARIMA(1,1,1)",4169684,1001,601,200,200,0.3,,0,False,False,0.0,0.0,0.0,0.09,0.88,0,18,0,0,,24
mozilla-beta,"ARIMA(1,1,1)",4169688,1001,601,200,200,0.3,,1,True,True,0.1429,1.0,0.25,0.03,0.93,1,6,1,0,0.0,14
mozilla-beta,"ARIMA(1,1,1)",3892111,994,596,199,199,0.3,,2,True,True,0.1667,0.5,0.25,0.050251,0.8945,2,10,1,1,-4.0,21
mozilla-beta,"ARIMA(1,1,1)",3892113,994,596,199,199,0.3,,0,False,False,0.0,0.0,0.0,0.075377,0.8794,0,15,0,0,,24
mozilla-beta,"ARIMA(1,1,1)",3892115,994,596,199,199,0.3,,1,True,False,0.0,0.0,0.0,0.070352,0.8945,0,14,0,1,,21
mozilla-beta,"ARIMA(1,1,1)",3892376,994,596,199,199,0.3,,2,True,True,0.1429,0.5,0.2222,0.060302,0.8894,2,12,1,1,-4.0,22
mozilla-beta,"ARIMA(1,1,1)",3892377,994,596,199,199,0.3,,2,True,True,0.1818,0.5,0.2667,0.045226,0.8442,2,9,1,1,-7.0,31
mozilla-beta,"ARIMA(1,1,1)",3892379,994,596,199,199,0.3,,2,True,True,0.1667,0.5,0.25,0.050251,0.8693,2,10,1,1,-4.0,26
mozilla-beta,"ARIMA(1,1,1)",3892381,994,596,199,199,0.3,,2,True,True,0.1667,0.5,0.25,0.050251,0.8643,2,10,1,1,-4.0,27
mozilla-beta,"ARIMA(1,1,1)",3892382,994,596,199,199,0.3,,0,False,False,0.0,0.0,0.0,0.070352,0.8894,0,14,0,0,,22
mozilla-beta,"ARIMA(1,1,1)",3892383,994,596,199,199,0.3,,1,True,True,0.0476,1.0,0.0909,0.100503,0.8392,1,20,1,0,2.0,32
mozilla-beta,"ARIMA(1,1,1)",3892384,994,596,199,199,0.3,,0,False,False,0.0,0.0,0.0,0.095477,0.8995,0,19,0,0,,20
mozilla-beta,"ARIMA(1,1,1)",3892385,994,596,199,199,0.3,,0,False,False,0.0,0.0,0.0,0.090452,0.8593,0,18,0,0,,28
mozilla-beta,"ARIMA(1,1,1)",2170640,981,589,196,196,0.3,,0,False,False,0.0,0.0,0.0,0.005102,0.9847,0,1,0,0,,3
mozilla-beta,"ARIMA(1,1,1)",1702161,977,586,195,196,0.3,,1,True,True,1.0,1.0,1.0,0.0,0.9949,1,0,1,0,0.0,1
mozilla-beta,"ARIMA(1,1,1)",4381612,974,584,195,195,0.3,,0,False,False,0.0,0.0,0.0,0.005128,0.9949,0,1,0,0,,1
mozilla-beta,"ARIMA(1,1,1)",4381613,974,584,195,195,0.3,,1,True,True,1.0,1.0,1.0,0.0,0.9949,1,0,1,0,0.0,1
mozilla-beta,"ARIMA(1,1,1)",4381689,974,584,195,195,0.3,,0,False,False,0.0,0.0,0.0,0.005128,0.9949,0,1,0,0,,1
mozilla-beta,"ARIMA(1,1,1)",4381707,974,584,195,195,0.3,,1,True,True,1.0,1.0,1.0,0.0,0.9949,1,0,1,0,0.0,1
mozilla-beta,"ARIMA(1,1,1)",2130538,973,584,195,194,0.3,,1,True,True,1.0,1.0,1.0,0.0,0.9948,1,0,1,0,0.0,1
mozilla-beta,"ARIMA(1,1,1)",2085955,972,583,194,195,0.3,,1,True,True,1.0,1.0,1.0,0.0,0.9949,1,0,1,0,0.0,1
mozilla-beta,"ARIMA(1,1,1)",2170928,972,583,194,195,0.3,,0,False,False,0.0,0.0,0.0,0.005128,0.9949,0,1,0,0,,1
mozilla-beta,"ARIMA(1,1,1)",3890864,968,581,194,193,0.3,,2,True,True,0.1538,1.0,0.2667,0.056995,0.8964,2,11,2,0,0.0,20
mozilla-beta,"ARIMA(1,1,1)",3890866,968,581,194,193,0.3,,0,False,False,0.0,0.0,0.0,0.041451,0.9275,0,8,0,0,,14
mozilla-beta,"ARIMA(1,1,1)",3890868,968,581,194,193,0.3,,0,False,False,0.0,0.0,0.0,0.036269,0.9326,0,7,0,0,,13
mozilla-beta,"ARIMA(1,1,1)",3890870,968,581,194,193,0.3,,2,True,True,0.1818,1.0,0.3077,0.046632,0.9223,2,9,2,0,-0.5,15
mozilla-beta,"ARIMA(1,1,1)",1703027,967,580,193,194,0.3,,1,True,True,0.5,1.0,0.6667,0.005155,0.9897,1,1,1,0,0.0,2
mozilla-beta,"ARIMA(1,1,1)",4167958,966,580,193,193,0.3,,0,False,False,0.0,0.0,0.0,0.067358,0.8912,0,13,0,0,,21
mozilla-beta,"ARIMA(1,1,1)",4167960,966,580,193,193,0.3,,0,False,False,0.0,0.0,0.0,0.056995,0.8497,0,11,0,0,,29
mozilla-beta,"ARIMA(1,1,1)",4167962,966,580,193,193,0.3,,1,True,True,0.0909,1.0,0.1667,0.051813,0.8808,1,10,1,0,0.0,23
mozilla-beta,"ARIMA(1,1,1)",4167964,966,580,193,193,0.3,,0,False,False,0.0,0.0,0.0,0.088083,0.8964,0,17,0,0,,20
mozilla-beta,"ARIMA(1,1,1)",4168211,966,580,193,193,0.3,,0,False,False,0.0,0.0,0.0,0.072539,0.8756,0,14,0,0,,24
mozilla-beta,"ARIMA(1,1,1)",4168215,966,580,193,193,0.3,,1,True,True,0.0909,1.0,0.1667,0.051813,0.8912,1,10,1,0,0.0,21
