dataset,method,signature_id,T_total,T_train,T_val,T_test,param,seed,test_n_alerts,test_has_alert,test_detected,test_precision,test_recall,test_f1,test_far,test_storage_reduc,test_tp_iv,test_fp_iv,test_tp_al,test_fn_al,test_mean_delay,test_n_on
mozilla-beta,SMA(w=20),4407619,674,404,135,135,20,,0,False,False,0.0,0.0,0.0,0.066667,0.9185,0,9,0,0,,11
mozilla-beta,SMA(w=20),4407621,674,404,135,135,20,,0,False,False,0.0,0.0,0.0,0.044444,0.9259,0,6,0,0,,10
mozilla-beta,SMA(w=20),4407623,674,404,135,135,20,,0,False,False,0.0,0.0,0.0,0.044444,0.9407,0,6,0,0,,8
mozilla-beta,SMA(w=20),4407624,674,404,135,135,20,,0,False,False,0.0,0.0,0.0,0.066667,0.9333,0,9,0,0,,9
mozilla-beta,SMA(w=20),4789907,669,401,134,134,20,,0,False,False,0.0,0.0,0.0,0.052239,0.9254,0,7,0,0,,10
mozilla-beta,SMA(w=20),4789908,669,401,134,134,20,,0,False,False,0.0,0.0,0.0,0.067164,0.8806,0,9,0,0,,16
mozilla-beta,SMA(w=20),4789909,669,401,134,134,20,,0,False,False,0.0,0.0,0.0,0.044776,0.9552,0,6,0,0,,6
mozilla-beta,SMA(w=20),4789913,669,401,134,134,20,,0,False,False,0.0,0.0,0.0,0.074627,0.8806,0,10,0,0,,16
mozilla-beta,SMA(w=20),4789920,669,401,134,134,20,,0,False,False,0.0,0.0,0.0,0.052239,0.9328,0,7,0,0,,9
mozilla-beta,SMA(w=20),4960329,666,400,133,133,20,,0,False,False,0.0,0.0,0.0,0.067669,0.9023,0,9,0,0,,13
mozilla-beta,SMA(w=20),4949222,661,397,132,132,20,,0,False,False,0.0,0.0,0.0,0.068182,0.9318,0,9,0,0,,9
mozilla-beta,SMA(w=20),4938989,651,391,130,130,20,,0,False,False,0.0,0.0,0.0,0.007692,0.9615,0,1,0,0,,5
mozilla-beta,SMA(w=20),4975468,633,380,127,126,20,,0,False,False,0.0,0.0,0.0,0.047619,0.881,0,6,0,0,,15
mozilla-beta,SMA(w=20),4975469,633,380,127,126,20,,0,False,False,0.0,0.0,0.0,0.103175,0.8492,0,13,0,0,,19
mozilla-beta,SMA(w=20),4938929,619,371,124,124,20,,0,False,False,0.0,0.0,0.0,0.008065,0.9597,0,1,0,0,,5
mozilla-beta,SMA(w=20),4938982,619,371,124,124,20,,0,False,False,0.0,0.0,0.0,0.008065,0.9597,0,1,0,0,,5
mozilla-beta,SMA(w=20),4960488,589,353,118,118,20,,1,True,True,0.2857,1.0,0.4444,0.042373,0.8814,2,5,1,0,-5.0,14
mozilla-beta,SMA(w=20),4879862,582,349,116,117,20,,0,False,False,0.0,0.0,0.0,0.017094,0.9829,0,2,0,0,,2
mozilla-beta,SMA(w=20),4879691,577,346,115,116,20,,0,False,False,0.0,0.0,0.0,0.068966,0.9138,0,8,0,0,,10
mozilla-beta,SMA(w=20),4879688,570,342,114,114,20,,0,False,False,0.0,0.0,0.0,0.061404,0.9123,0,7,0,0,,10
mozilla-beta,SMA(w=20),4960561,566,340,113,113,20,,1,True,True,0.3333,1.0,0.5,0.035398,0.9381,2,4,1,0,0.0,7
mozilla-beta,SMA(w=20),4879694,565,339,113,113,20,,0,False,False,0.0,0.0,0.0,0.079646,0.9027,0,9,0,0,,11
mozilla-beta,SMA(w=20),4879689,551,331,110,110,20,,0,False,False,0.0,0.0,0.0,0.072727,0.8909,0,8,0,0,,12
mozilla-beta,SMA(w=20),4879690,551,331,110,110,20,,0,False,False,0.0,0.0,0.0,0.090909,0.8182,0,10,0,0,,20
mozilla-beta,SMA(w=20),4921220,549,329,110,110,20,,0,False,False,0.0,0.0,0.0,0.027273,0.9364,0,3,0,0,,7
mozilla-beta,SMA(w=20),4879686,548,329,110,109,20,,0,False,False,0.0,0.0,0.0,0.119266,0.7798,0,13,0,0,,24
mozilla-beta,SMA(w=20),4879687,548,329,110,109,20,,0,False,False,0.0,0.0,0.0,0.073394,0.8991,0,8,0,0,,11
mozilla-beta,SMA(w=20),4961439,541,325,108,108,20,,0,False,False,0.0,0.0,0.0,0.074074,0.9167,0,8,0,0,,9
mozilla-beta,SMA(w=20),4961440,541,325,108,108,20,,0,False,False,0.0,0.0,0.0,0.055556,0.9444,0,6,0,0,,6
mozilla-beta,SMA(w=20),4961442,541,325,108,108,20,,0,False,False,0.0,0.0,0.0,0.064815,0.9352,0,7,0,0,,7
mozilla-beta,SMA(w=20),4961444,541,325,108,108,20,,0,False,False,0.0,0.0,0.0,0.046296,0.9537,0,5,0,0,,5
mozilla-beta,SMA(w=20),4961445,541,325,108,108,20,,0,False,False,0.0,0.0,0.0,0.046296,0.9537,0,5,0,0,,5
mozilla-beta,SMA(w=20),4961446,541,325,108,108,20,,0,False,False,0.0,0.0,0.0,0.055556,0.9259,0,6,0,0,,8
mozilla-beta,SMA(w=20),4961447,541,325,108,108,20,,0,False,False,0.0,0.0,0.0,0.046296,0.9259,0,5,0,0,,8
mozilla-beta,SMA(w=20),4961453,541,325,108,108,20,,0,False,False,0.0,0.0,0.0,0.046296,0.9444,0,5,0,0,,6
mozilla-beta,SMA(w=20),4961455,541,325,108,108,20,,0,False,False,0.0,0.0,0.0,0.055556,0.9074,0,6,0,0,,10
mozilla-beta,SMA(w=20),4961456,541,325,108,108,20,,0,False,False,0.0,0.0,0.0,0.064815,0.9074,0,7,0,0,,10
mozilla-beta,SMA(w=20),4961458,541,325,108,108,20,,0,False,False,0.0,0.0,0.0,0.046296,0.8611,0,5,0,0,,15
mozilla-beta,SMA(w=20),4961460,541,325,108,108,20,,0,False,False,0.0,0.0,0.0,0.064815,0.9259,0,7,0,0,,8
mozilla-beta,SMA(w=20),4961463,541,325,108,108,20,,0,False,False,0.0,0.0,0.0,0.064815,0.9074,0,7,0,0,,10
mozilla-beta,SMA(w=20),4961397,537,322,107,108,20,,0,False,False,0.0,0.0,0.0,0.074074,0.8981,0,8,0,0,,11
mozilla-beta,SMA(w=20),4961398,537,322,107,108,20,,0,False,False,0.0,0.0,0.0,0.083333,0.8889,0,9,0,0,,12
mozilla-beta,SMA(w=20),4961402,537,322,107,108,20,,0,False,False,0.0,0.0,0.0,0.074074,0.8889,0,8,0,0,,12
mozilla-beta,SMA(w=20),4961403,537,322,107,108,20,,0,False,False,0.0,0.0,0.0,0.101852,0.8519,0,11,0,0,,16
mozilla-beta,SMA(w=20),4961416,537,322,107,108,20,,0,False,False,0.0,0.0,0.0,0.138889,0.7963,0,15,0,0,,22
mozilla-beta,SMA(w=20),4961417,537,322,107,108,20,,0,False,False,0.0,0.0,0.0,0.166667,0.7593,0,18,0,0,,26
mozilla-beta,SMA(w=20),4921089,535,321,107,107,20,,1,True,True,1.0,1.0,1.0,0.0,0.9533,1,0,1,0,0.0,5
mozilla-beta,SMA(w=20),4921138,535,321,107,107,20,,1,True,True,1.0,1.0,1.0,0.0,0.9533,1,0,1,0,0.0,5
mozilla-beta,SMA(w=20),4961296,535,321,107,107,20,,0,False,False,0.0,0.0,0.0,0.084112,0.8505,0,9,0,0,,16
mozilla-beta,SMA(w=20),4961297,535,321,107,107,20,,0,False,False,0.0,0.0,0.0,0.093458,0.8224,0,10,0,0,,19
mozilla-beta,SMA(w=20),4961299,535,321,107,107,20,,0,False,False,0.0,0.0,0.0,0.121495,0.8037,0,13,0,0,,21
mozilla-beta,SMA(w=20),4961301,535,321,107,107,20,,0,False,False,0.0,0.0,0.0,0.140187,0.785,0,15,0,0,,23
mozilla-beta,SMA(w=20),4961302,535,321,107,107,20,,0,False,False,0.0,0.0,0.0,0.121495,0.8224,0,13,0,0,,19
mozilla-beta,SMA(w=20),4961303,535,321,107,107,20,,0,False,False,0.0,0.0,0.0,0.130841,0.729,0,14,0,0,,29
mozilla-beta,SMA(w=20),4961304,535,321,107,107,20,,0,False,False,0.0,0.0,0.0,0.056075,0.6729,0,6,0,0,,35
mozilla-beta,SMA(w=20),4961305,535,321,107,107,20,,0,False,False,0.0,0.0,0.0,0.11215,0.7664,0,12,0,0,,25
mozilla-beta,SMA(w=20),4961306,535,321,107,107,20,,0,False,False,0.0,0.0,0.0,0.121495,0.6636,0,13,0,0,,36
mozilla-beta,SMA(w=20),4961308,535,321,107,107,20,,0,False,False,0.0,0.0,0.0,0.093458,0.5047,0,10,0,0,,53
mozilla-beta,SMA(w=20),4961309,535,321,107,107,20,,0,False,False,0.0,0.0,0.0,0.11215,0.8131,0,12,0,0,,20
mozilla-beta,SMA(w=20),4961313,535,321,107,107,20,,0,False,False,0.0,0.0,0.0,0.093458,0.8598,0,10,0,0,,15
mozilla-beta,SMA(w=20),4961315,535,321,107,107,20,,0,False,False,0.0,0.0,0.0,0.084112,0.8785,0,9,0,0,,13
mozilla-beta,SMA(w=20),4961316,535,321,107,107,20,,0,False,False,0.0,0.0,0.0,0.065421,0.9346,0,7,0,0,,7
mozilla-beta,SMA(w=20),4961319,535,321,107,107,20,,0,False,False,0.0,0.0,0.0,0.084112,0.8505,0,9,0,0,,16
mozilla-beta,SMA(w=20),4961370,535,321,107,107,20,,0,False,False,0.0,0.0,0.0,0.065421,0.8879,0,7,0,0,,12
mozilla-beta,SMA(w=20),4961374,535,321,107,107,20,,0,False,False,0.0,0.0,0.0,0.056075,0.8972,0,6,0,0,,11
mozilla-beta,SMA(w=20),4961375,535,321,107,107,20,,0,False,False,0.0,0.0,0.0,0.056075,0.8972,0,6,0,0,,11
mozilla-beta,SMA(w=20),4961393,535,321,107,107,20,,0,False,False,0.0,0.0,0.0,0.084112,0.757,0,9,0,0,,26
mozilla-beta,SMA(w=20),4961396,535,321,107,107,20,,0,False,False,0.0,0.0,0.0,0.084112,0.8037,0,9,0,0,,21
mozilla-beta,SMA(w=20),4921251,524,314,105,105,20,,0,False,False,0.0,0.0,0.0,0.066667,0.9143,0,7,0,0,,9
mozilla-beta,SMA(w=20),4921252,513,308,103,102,20,,0,False,False,0.0,0.0,0.0,0.088235,0.8824,0,9,0,0,,12
mozilla-beta,SMA(w=20),4975650,509,305,102,102,20,,0,False,False,0.0,0.0,0.0,0.078431,0.8137,0,8,0,0,,19
mozilla-beta,SMA(w=20),4975651,509,305,102,102,20,,0,False,False,0.0,0.0,0.0,0.098039,0.8725,0,10,0,0,,13
mozilla-beta,SMA(w=20),4975604,467,280,93,94,20,,0,False,False,0.0,0.0,0.0,0.085106,0.766,0,8,0,0,,22
mozilla-beta,SMA(w=20),4939232,457,274,91,92,20,,0,False,False,0.0,0.0,0.0,0.054348,0.9457,0,5,0,0,,5
mozilla-beta,SMA(w=20),4939233,457,274,91,92,20,,0,False,False,0.0,0.0,0.0,0.043478,0.8696,0,4,0,0,,12
mozilla-beta,SMA(w=20),4939062,451,271,90,90,20,,0,False,False,0.0,0.0,0.0,0.077778,0.7444,0,7,0,0,,23
mozilla-beta,SMA(w=20),4939230,449,269,90,90,20,,0,False,False,0.0,0.0,0.0,0.055556,0.9111,0,5,0,0,,8
mozilla-beta,SMA(w=20),4939231,449,269,90,90,20,,0,False,False,0.0,0.0,0.0,0.055556,0.9111,0,5,0,0,,8
mozilla-beta,SMA(w=20),5016414,448,269,90,89,20,,0,False,False,0.0,0.0,0.0,0.0,1.0,0,0,0,0,,0
mozilla-beta,SMA(w=20),5016415,448,269,90,89,20,,1,True,True,0.5,1.0,0.6667,0.011236,0.9213,1,1,1,0,0.0,7
mozilla-beta,SMA(w=20),4939254,446,268,89,89,20,,0,False,False,0.0,0.0,0.0,0.067416,0.9101,0,6,0,0,,8
mozilla-beta,SMA(w=20),4939074,442,265,88,89,20,,0,False,False,0.0,0.0,0.0,0.101124,0.8652,0,9,0,0,,12
mozilla-beta,SMA(w=20),4939041,439,263,88,88,20,,0,False,False,0.0,0.0,0.0,0.056818,0.9205,0,5,0,0,,7
mozilla-beta,SMA(w=20),4939149,428,257,86,85,20,,0,False,False,0.0,0.0,0.0,0.082353,0.9059,0,7,0,0,,8
mozilla-beta,SMA(w=20),4939242,428,257,86,85,20,,0,False,False,0.0,0.0,0.0,0.070588,0.8588,0,6,0,0,,12
mozilla-beta,SMA(w=20),4961230,415,249,83,83,20,,0,False,False,0.0,0.0,0.0,0.048193,0.9518,0,4,0,0,,4
mozilla-beta,SMA(w=20),4975407,414,248,83,83,20,,0,False,False,0.0,0.0,0.0,0.108434,0.8554,0,9,0,0,,12
mozilla-beta,SMA(w=20),4975484,381,229,76,76,20,,0,False,False,0.0,0.0,0.0,0.026316,0.8421,0,2,0,0,,12
mozilla-beta,SMA(w=20),4975485,381,229,76,76,20,,0,False,False,0.0,0.0,0.0,0.052632,0.8816,0,4,0,0,,9
mozilla-beta,SMA(w=20),4975455,368,221,74,73,20,,0,False,False,0.0,0.0,0.0,0.09589,0.8219,0,7,0,0,,13
mozilla-beta,SMA(w=20),4975331,366,220,73,73,20,,0,False,False,0.0,0.0,0.0,0.068493,0.863,0,5,0,0,,10
mozilla-beta,SMA(w=20),5027409,352,211,70,71,20,,0,False,False,0.0,0.0,0.0,0.042254,0.9155,0,3,0,0,,6
mozilla-beta,SMA(w=20),4975335,338,203,68,67,20,,0,False,False,0.0,0.0,0.0,0.089552,0.8657,0,6,0,0,,9
mozilla-beta,SMA(w=20),4975610,323,194,65,64,20,,0,False,False,0.0,0.0,0.0,0.109375,0.7344,0,7,0,0,,17
mozilla-beta,SMA(w=20),4975608,321,193,64,64,20,,0,False,False,0.0,0.0,0.0,0.046875,0.9219,0,3,0,0,,5
mozilla-beta,SMA(w=20),4975465,314,188,63,63,20,,0,False,False,0.0,0.0,0.0,0.047619,0.9365,0,3,0,0,,4
mozilla-beta,SMA(w=20),4975414,313,188,63,62,20,,0,False,False,0.0,0.0,0.0,0.064516,0.8065,0,4,0,0,,12
mozilla-beta,SMA(w=20),4975308,312,187,62,63,20,,0,False,False,0.0,0.0,0.0,0.047619,0.9206,0,3,0,0,,5
mozilla-beta,SMA(w=20),4975432,310,186,62,62,20,,0,False,False,0.0,0.0,0.0,0.096774,0.7419,0,6,0,0,,16
mozilla-beta,SMA(w=20),4975325,306,184,61,61,20,,0,False,False,0.0,0.0,0.0,0.081967,0.8852,0,5,0,0,,7
mozilla-beta,SMA(w=20),4975647,306,184,61,61,20,,0,False,False,0.0,0.0,0.0,0.032787,0.9672,0,2,0,0,,2
mozilla-beta,SMA(w=20),4975396,301,181,60,60,20,,0,False,False,0.0,0.0,0.0,0.066667,0.8,0,4,0,0,,12
mozilla-beta,SMA(w=20),4975397,301,181,60,60,20,,0,False,False,0.0,0.0,0.0,0.066667,0.8,0,4,0,0,,12
mozilla-beta,SMA(w=20),4975305,286,172,57,57,20,,0,False,False,0.0,0.0,0.0,0.087719,0.8246,0,5,0,0,,10
mozilla-beta,SMA(w=20),4975436,286,172,57,57,20,,0,False,False,0.0,0.0,0.0,0.052632,0.9123,0,3,0,0,,5
mozilla-beta,SMA(w=20),4975634,284,170,57,57,20,,0,False,False,0.0,0.0,0.0,0.070175,0.7719,0,4,0,0,,13
mozilla-beta,SMA(w=20),4975635,284,170,57,57,20,,0,False,False,0.0,0.0,0.0,0.052632,0.7895,0,3,0,0,,12
mozilla-beta,SMA(w=20),4975314,281,169,56,56,20,,0,False,False,0.0,0.0,0.0,0.053571,0.8571,0,3,0,0,,8
mozilla-beta,SMA(w=20),4975637,281,169,56,56,20,,0,False,False,0.0,0.0,0.0,0.125,0.8393,0,7,0,0,,9
mozilla-beta,SMA(w=20),4975657,280,168,56,56,20,,1,True,True,1.0,1.0,1.0,0.0,0.9464,1,0,1,0,-6.0,3
mozilla-beta,SMA(w=20),4975640,271,163,54,54,20,,0,False,False,0.0,0.0,0.0,0.055556,0.7963,0,3,0,0,,11
mozilla-beta,SMA(w=20),4975418,261,157,52,52,20,,0,False,False,0.0,0.0,0.0,0.057692,0.9423,0,3,0,0,,3
mozilla-beta,SMA(w=20),4975612,258,155,52,51,20,,0,False,False,0.0,0.0,0.0,0.039216,0.9608,0,2,0,0,,2
mozilla-beta,SMA(w=20),4975614,258,155,52,51,20,,0,False,False,0.0,0.0,0.0,0.078431,0.8627,0,4,0,0,,7
mozilla-beta,SMA(w=20),4975360,257,154,51,52,20,,0,False,False,0.0,0.0,0.0,0.057692,0.9038,0,3,0,0,,5
mozilla-beta,SMA(w=20),4975361,257,154,51,52,20,,0,False,False,0.0,0.0,0.0,0.076923,0.8846,0,4,0,0,,6
mozilla-beta,SMA(w=20),4975488,255,153,51,51,20,,0,False,False,0.0,0.0,0.0,0.058824,0.8627,0,3,0,0,,7
mozilla-beta,SMA(w=20),4975523,252,151,50,51,20,,1,True,True,0.5,1.0,0.6667,0.019608,0.8431,1,1,1,0,0.0,8
mozilla-beta,SMA(w=20),4975395,250,150,50,50,20,,0,False,False,0.0,0.0,0.0,0.06,0.94,0,3,0,0,,3
mozilla-beta,SMA(w=20),4975673,250,150,50,50,20,,0,False,False,0.0,0.0,0.0,0.08,0.72,0,4,0,0,,14
mozilla-beta,SMA(w=20),4975266,246,148,49,49,20,,0,False,False,0.0,0.0,0.0,0.040816,0.9592,0,2,0,0,,2
mozilla-beta,SMA(w=20),4975272,246,148,49,49,20,,0,False,False,0.0,0.0,0.0,0.0,1.0,0,0,0,0,,0
mozilla-beta,SMA(w=20),4975277,246,148,49,49,20,,0,False,False,0.0,0.0,0.0,0.0,1.0,0,0,0,0,,0
mozilla-beta,SMA(w=20),4975348,245,147,49,49,20,,0,False,False,0.0,0.0,0.0,0.0,1.0,0,0,0,0,,0
mozilla-beta,SMA(w=20),4975349,245,147,49,49,20,,0,False,False,0.0,0.0,0.0,0.061224,0.9388,0,3,0,0,,3
mozilla-beta,SMA(w=20),4975350,245,147,49,49,20,,0,False,False,0.0,0.0,0.0,0.020408,0.9796,0,1,0,0,,1
mozilla-beta,SMA(w=20),4975351,245,147,49,49,20,,0,False,False,0.0,0.0,0.0,0.020408,0.9796,0,1,0,0,,1
mozilla-beta,SMA(w=20),4975352,245,147,49,49,20,,0,False,False,0.0,0.0,0.0,0.0,1.0,0,0,0,0,,0
mozilla-beta,SMA(w=20),4975353,245,147,49,49,20,,0,False,False,0.0,0.0,0.0,0.040816,0.9592,0,2,0,0,,2
mozilla-beta,SMA(w=20),4975384,245,147,49,49,20,,0,False,False,0.0,0.0,0.0,0.081633,0.9184,0,4,0,0,,4
mozilla-beta,SMA(w=20),4975387,245,147,49,49,20,,0,False,False,0.0,0.0,0.0,0.061224,0.898,0,3,0,0,,5
mozilla-beta,SMA(w=20),4975492,237,142,47,48,20,,0,False,False,0.0,0.0,0.0,0.041667,0.9583,0,2,0,0,,2
mozilla-beta,SMA(w=20),4975493,237,142,47,48,20,,0,False,False,0.0,0.0,0.0,0.0625,0.8333,0,3,0,0,,8
mozilla-beta,SMA(w=20),4975370,203,122,41,40,20,,0,False,False,0.0,0.0,0.0,0.025,0.975,0,1,0,0,,1
mozilla-beta,SMA(w=20),4975648,190,114,38,38,20,,1,True,True,1.0,1.0,1.0,0.0,0.8684,2,0,1,0,2.0,5
mozilla-beta,SMA(w=20),4975517,185,111,37,37,20,,0,False,False,0.0,0.0,0.0,0.081081,0.9189,0,3,0,0,,3
mozilla-beta,SMA(w=20),4975450,181,109,36,36,20,,1,True,True,0.25,1.0,0.4,0.083333,0.8889,1,3,1,0,2.0,4
mozilla-beta,SMA(w=20),4975452,181,109,36,36,20,,0,False,False,0.0,0.0,0.0,0.027778,0.9167,0,1,0,0,,3
mozilla-beta,SMA(w=20),4975669,181,109,36,36,20,,0,False,False,0.0,0.0,0.0,0.027778,0.9722,0,1,0,0,,1
mozilla-beta,SMA(w=20),4975404,177,106,35,36,20,,1,True,False,0.0,0.0,0.0,0.0,1.0,0,0,0,1,,0
mozilla-beta,SMA(w=20),5122170,73,44,15,14,20,,0,False,False,0.0,0.0,0.0,0.0,1.0,0,0,0,0,,0
mozilla-beta,SMA(w=20),5122174,73,44,15,14,20,,0,False,False,0.0,0.0,0.0,0.0,1.0,0,0,0,0,,0
mozilla-beta,SMA(w=20),5122191,73,44,15,14,20,,0,False,False,0.0,0.0,0.0,0.0,1.0,0,0,0,0,,0
mozilla-beta,SMA(w=20),5122201,73,44,15,14,20,,0,False,False,0.0,0.0,0.0,0.0,1.0,0,0,0,0,,0
mozilla-beta,EWMA(a=0.05),2715503,3473,2084,695,694,0.05,,0,False,False,0.0,0.0,0.0,0.053314,0.9063,0,37,0,0,,65
mozilla-beta,EWMA(a=0.05),4167866,1366,820,273,273,0.05,,0,False,False,0.0,0.0,0.0,0.054945,0.8681,0,15,0,0,,36
mozilla-beta,EWMA(a=0.05),4167868,1366,820,273,273,0.05,,0,False,False,0.0,0.0,0.0,0.047619,0.9377,0,13,0,0,,17
mozilla-beta,EWMA(a=0.05),4167870,1366,820,273,273,0.05,,0,False,False,0.0,0.0,0.0,0.076923,0.9048,0,21,0,0,,26
mozilla-beta,EWMA(a=0.05),4167872,1366,820,273,273,0.05,,1,True,True,0.0526,1.0,0.1,0.065934,0.8681,1,18,1,0,4.0,36
mozilla-beta,EWMA(a=0.05),4168118,1366,820,273,273,0.05,,2,True,True,0.1765,1.0,0.3,0.051282,0.9048,3,14,2,0,-2.0,26
mozilla-beta,EWMA(a=0.05),4168119,1366,820,273,273,0.05,,0,False,False,0.0,0.0,0.0,0.084249,0.9011,0,23,0,0,,27
mozilla-beta,EWMA(a=0.05),4168120,1366,820,273,273,0.05,,3,True,True,0.25,1.0,0.4,0.043956,0.7363,4,12,3,0,-2.0,72
mozilla-beta,EWMA(a=0.05),4168121,1366,820,273,273,0.05,,2,True,True,0.15,1.0,0.2609,0.062271,0.8718,3,17,2,0,-3.0,35
mozilla-beta,EWMA(a=0.05),4168123,1366,820,273,273,0.05,,3,True,True,0.3077,1.0,0.4706,0.032967,0.7436,4,9,3,0,-1.67,70
mozilla-beta,EWMA(a=0.05),4168124,1366,820,273,273,0.05,,3,True,True,0.2,1.0,0.3333,0.058608,0.7912,4,16,3,0,-0.33,57
mozilla-beta,EWMA(a=0.05),4168126,1366,820,273,273,0.05,,3,True,True,0.5,1.0,0.6667,0.010989,0.7619,3,3,3,0,0.0,65
mozilla-beta,EWMA(a=0.05),4168127,1366,820,273,273,0.05,,4,True,True,0.2857,1.0,0.4444,0.054945,0.8681,6,15,4,0,-0.5,36
mozilla-beta,EWMA(a=0.05),4168129,1366,820,273,273,0.05,,3,True,True,0.375,1.0,0.5455,0.018315,0.7509,3,5,3,0,0.0,68
mozilla-beta,EWMA(a=0.05),2259498,1267,760,253,254,0.05,,1,True,True,0.5,1.0,0.6667,0.003937,0.9528,1,1,1,0,0.0,12
mozilla-beta,EWMA(a=0.05),2259499,1267,760,253,254,0.05,,4,True,True,1.0,1.0,1.0,0.0,0.8976,4,0,4,0,0.0,26
mozilla-beta,EWMA(a=0.05),4167806,1266,760,253,253,0.05,,2,True,True,0.1538,0.5,0.2353,0.043478,0.834,2,11,1,1,-8.0,42
mozilla-beta,EWMA(a=0.05),4167808,1266,760,253,253,0.05,,2,True,True,0.0667,0.5,0.1176,0.055336,0.8775,1,14,1,1,5.0,31
mozilla-beta,EWMA(a=0.05),4167970,1266,760,253,253,0.05,,1,True,True,0.0556,1.0,0.1053,0.067194,0.8854,1,17,1,0,-4.0,29
mozilla-beta,EWMA(a=0.05),4167971,1266,760,253,253,0.05,,1,True,True,0.0476,1.0,0.0909,0.079051,0.8656,1,20,1,0,-4.0,34
mozilla-beta,EWMA(a=0.05),4167972,1266,760,253,253,0.05,,1,True,True,0.0556,1.0,0.1053,0.067194,0.8696,1,17,1,0,-4.0,33
mozilla-beta,EWMA(a=0.05),4167973,1266,760,253,253,0.05,,1,True,True,0.0476,1.0,0.0909,0.079051,0.8656,1,20,1,0,-4.0,34
mozilla-beta,EWMA(a=0.05),4167975,1266,760,253,253,0.05,,1,True,True,0.05,1.0,0.0952,0.075099,0.8735,1,19,1,0,-4.0,32
mozilla-beta,EWMA(a=0.05),2085792,1248,749,250,249,0.05,,1,True,True,0.5,1.0,0.6667,0.004016,0.9518,1,1,1,0,0.0,12
mozilla-beta,EWMA(a=0.05),2170955,1248,749,250,249,0.05,,1,True,True,0.5,1.0,0.6667,0.004016,0.9518,1,1,1,0,0.0,12
mozilla-beta,EWMA(a=0.05),2881160,1243,746,249,248,0.05,,1,True,True,0.5,1.0,0.6667,0.004032,0.9516,1,1,1,0,0.0,12
mozilla-beta,EWMA(a=0.05),2922669,1243,746,249,248,0.05,,4,True,True,0.5714,1.0,0.7273,0.012097,0.9113,4,3,4,0,1.0,22
mozilla-beta,EWMA(a=0.05),4168626,1237,742,247,248,0.05,,0,False,False,0.0,0.0,0.0,0.044355,0.8468,0,11,0,0,,38
mozilla-beta,EWMA(a=0.05),4168628,1237,742,247,248,0.05,,0,False,False,0.0,0.0,0.0,0.044355,0.9516,0,11,0,0,,12
mozilla-beta,EWMA(a=0.05),4168630,1237,742,247,248,0.05,,0,False,False,0.0,0.0,0.0,0.068548,0.7823,0,17,0,0,,54
mozilla-beta,EWMA(a=0.05),4168632,1237,742,247,248,0.05,,0,False,False,0.0,0.0,0.0,0.064516,0.9194,0,16,0,0,,20
mozilla-beta,EWMA(a=0.05),4169058,1237,742,247,248,0.05,,0,False,False,0.0,0.0,0.0,0.100806,0.7581,0,25,0,0,,60
mozilla-beta,EWMA(a=0.05),4169059,1237,742,247,248,0.05,,2,True,True,0.0588,0.5,0.1053,0.064516,0.875,1,16,1,1,3.0,31
mozilla-beta,EWMA(a=0.05),4169060,1237,742,247,248,0.05,,1,True,True,0.0714,1.0,0.1333,0.052419,0.8629,1,13,1,0,4.0,34
mozilla-beta,EWMA(a=0.05),4169061,1237,742,247,248,0.05,,2,True,True,0.0833,0.5,0.1429,0.044355,0.7823,1,11,1,1,3.0,54
mozilla-beta,EWMA(a=0.05),4169063,1237,742,247,248,0.05,,0,False,False,0.0,0.0,0.0,0.064516,0.871,0,16,0,0,,32
mozilla-beta,EWMA(a=0.05),4169064,1237,742,247,248,0.05,,0,False,False,0.0,0.0,0.0,0.052419,0.8226,0,13,0,0,,44
mozilla-beta,EWMA(a=0.05),4169065,1237,742,247,248,0.05,,0,False,False,0.0,0.0,0.0,0.060484,0.8145,0,15,0,0,,46
mozilla-beta,EWMA(a=0.05),4169067,1237,742,247,248,0.05,,0,False,False,0.0,0.0,0.0,0.056452,0.8185,0,14,0,0,,45
mozilla-beta,EWMA(a=0.05),4169069,1237,742,247,248,0.05,,0,False,False,0.0,0.0,0.0,0.056452,0.8185,0,14,0,0,,45
mozilla-beta,EWMA(a=0.05),2170593,1212,727,242,243,0.05,,1,True,True,0.5,1.0,0.6667,0.004115,0.9506,1,1,1,0,0.0,12
mozilla-beta,EWMA(a=0.05),2018739,1211,727,242,242,0.05,,1,True,True,0.5,1.0,0.6667,0.004132,0.9504,1,1,1,0,0.0,12
mozilla-beta,EWMA(a=0.05),2017653,1207,724,241,242,0.05,,1,True,True,0.5,1.0,0.6667,0.004132,0.9504,1,1,1,0,0.0,12
mozilla-beta,EWMA(a=0.05),2017654,1207,724,241,242,0.05,,4,True,True,1.0,1.0,1.0,0.0,0.8802,5,0,4,0,-0.5,29
mozilla-beta,EWMA(a=0.05),3892103,1199,719,240,240,0.05,,0,False,False,0.0,0.0,0.0,0.075,0.8792,0,18,0,0,,29
mozilla-beta,EWMA(a=0.05),3892105,1199,719,240,240,0.05,,0,False,False,0.0,0.0,0.0,0.070833,0.9,0,17,0,0,,24
mozilla-beta,EWMA(a=0.05),3892109,1199,719,240,240,0.05,,1,True,True,0.1111,1.0,0.2,0.066667,0.8708,2,16,1,0,-5.0,31
mozilla-beta,EWMA(a=0.05),3892494,1199,719,240,240,0.05,,0,False,False,0.0,0.0,0.0,0.083333,0.8833,0,20,0,0,,28
