dataset,method,signature_id,T_total,T_train,T_val,T_test,param,seed,test_n_alerts,test_has_alert,test_detected,test_precision,test_recall,test_f1,test_far,test_storage_reduc,test_tp_iv,test_fp_iv,test_tp_al,test_fn_al,test_mean_delay,test_n_on
firefox-android,LAST,4654673,603,362,121,120,0.3,,0,False,False,0.0,0.0,0.0,0.05,0.925,0,6,0,0,,9
firefox-android,LAST,4654675,603,362,121,120,0.3,,1,True,False,0.0,0.0,0.0,0.05,0.9,0,6,0,1,,12
firefox-android,LAST,4654676,603,362,121,120,0.3,,1,True,False,0.0,0.0,0.0,0.05,0.9167,0,6,0,1,,10
firefox-android,LAST,4654678,603,362,121,120,0.3,,1,True,True,0.1667,1.0,0.2857,0.041667,0.9167,1,5,1,0,0.0,10
firefox-android,LAST,4654681,603,362,121,120,0.3,,0,False,False,0.0,0.0,0.0,0.066667,0.8917,0,8,0,0,,13
firefox-android,LAST,4654682,603,362,121,120,0.3,,1,True,False,0.0,0.0,0.0,0.05,0.875,0,6,0,1,,15
firefox-android,LAST,4654684,603,362,121,120,0.3,,0,False,False,0.0,0.0,0.0,0.033333,0.85,0,4,0,0,,18
firefox-android,LAST,4654685,603,362,121,120,0.3,,1,True,True,0.2,1.0,0.3333,0.033333,0.8917,1,4,1,0,0.0,13
firefox-android,LAST,4654687,603,362,121,120,0.3,,1,True,False,0.0,0.0,0.0,0.066667,0.875,0,8,0,1,,15
firefox-android,LAST,4653825,600,360,120,120,0.3,,1,True,True,0.25,1.0,0.4,0.025,0.95,1,3,1,0,0.0,6
firefox-android,LAST,4653826,600,360,120,120,0.3,,1,True,True,0.3333,1.0,0.5,0.016667,0.9583,1,2,1,0,0.0,5
firefox-android,LAST,4653828,600,360,120,120,0.3,,1,True,True,0.2,1.0,0.3333,0.033333,0.9417,1,4,1,0,0.0,7
firefox-android,LAST,4653829,600,360,120,120,0.3,,1,True,True,0.25,1.0,0.4,0.025,0.9333,1,3,1,0,0.0,8
firefox-android,LAST,4653831,600,360,120,120,0.3,,0,False,False,0.0,0.0,0.0,0.033333,0.95,0,4,0,0,,6
firefox-android,LAST,4653833,600,360,120,120,0.3,,0,False,False,0.0,0.0,0.0,0.025,0.9083,0,3,0,0,,11
firefox-android,LAST,4653834,600,360,120,120,0.3,,0,False,False,0.0,0.0,0.0,0.033333,0.95,0,4,0,0,,6
firefox-android,LAST,4653836,600,360,120,120,0.3,,0,False,False,0.0,0.0,0.0,0.058333,0.8917,0,7,0,0,,13
firefox-android,LAST,4653837,600,360,120,120,0.3,,0,False,False,0.0,0.0,0.0,0.075,0.8333,0,9,0,0,,20
firefox-android,LAST,4653838,600,360,120,120,0.3,,0,False,False,0.0,0.0,0.0,0.058333,0.8583,0,7,0,0,,17
firefox-android,LAST,4653840,600,360,120,120,0.3,,0,False,False,0.0,0.0,0.0,0.066667,0.8917,0,8,0,0,,13
firefox-android,LAST,4653842,600,360,120,120,0.3,,0,False,False,0.0,0.0,0.0,0.066667,0.8917,0,8,0,0,,13
firefox-android,LAST,4654564,591,355,118,118,0.3,,1,True,True,0.25,1.0,0.4,0.025424,0.9661,1,3,1,0,-4.0,4
firefox-android,LAST,4654566,591,355,118,118,0.3,,1,True,True,0.1,1.0,0.1818,0.076271,0.9068,1,9,1,0,-4.0,11
firefox-android,LAST,4654567,591,355,118,118,0.3,,1,True,True,0.1667,1.0,0.2857,0.042373,0.9492,1,5,1,0,-4.0,6
firefox-android,LAST,4654568,591,355,118,118,0.3,,1,True,True,0.1667,1.0,0.2857,0.042373,0.9492,1,5,1,0,-4.0,6
firefox-android,LAST,4654573,591,355,118,118,0.3,,1,True,False,0.0,0.0,0.0,0.076271,0.9068,0,9,0,1,,11
firefox-android,LAST,4654574,591,355,118,118,0.3,,0,False,False,0.0,0.0,0.0,0.110169,0.6864,0,13,0,0,,37
firefox-android,LAST,4654575,591,355,118,118,0.3,,1,True,False,0.0,0.0,0.0,0.059322,0.8814,0,7,0,1,,14
firefox-android,LAST,4654576,591,355,118,118,0.3,,1,True,False,0.0,0.0,0.0,0.067797,0.8898,0,8,0,1,,13
firefox-android,LAST,4654577,591,355,118,118,0.3,,1,True,False,0.0,0.0,0.0,0.067797,0.9068,0,8,0,1,,11
firefox-android,LAST,4654579,591,355,118,118,0.3,,0,False,False,0.0,0.0,0.0,0.101695,0.7542,0,12,0,0,,29
firefox-android,LAST,4654581,591,355,118,118,0.3,,1,True,True,0.0833,1.0,0.1538,0.09322,0.839,1,11,1,0,5.0,19
firefox-android,LAST,4653372,587,352,117,118,0.3,,0,False,False,0.0,0.0,0.0,0.076271,0.839,0,9,0,0,,19
firefox-android,LAST,4653590,587,352,117,118,0.3,,0,False,False,0.0,0.0,0.0,0.067797,0.8305,0,8,0,0,,20
firefox-android,LAST,4654041,585,351,117,117,0.3,,0,False,False,0.0,0.0,0.0,0.034188,0.9316,0,4,0,0,,8
firefox-android,LAST,4654042,585,351,117,117,0.3,,0,False,False,0.0,0.0,0.0,0.034188,0.9658,0,4,0,0,,4
firefox-android,LAST,4654043,585,351,117,117,0.3,,0,False,False,0.0,0.0,0.0,0.051282,0.9402,0,6,0,0,,7
firefox-android,LAST,4654044,585,351,117,117,0.3,,0,False,False,0.0,0.0,0.0,0.051282,0.9316,0,6,0,0,,8
firefox-android,LAST,4654045,585,351,117,117,0.3,,0,False,False,0.0,0.0,0.0,0.059829,0.8889,0,7,0,0,,13
firefox-android,LAST,4654047,585,351,117,117,0.3,,0,False,False,0.0,0.0,0.0,0.051282,0.9145,0,6,0,0,,10
firefox-android,LAST,4654049,585,351,117,117,0.3,,0,False,False,0.0,0.0,0.0,0.034188,0.9487,0,4,0,0,,6
firefox-android,LAST,4654050,585,351,117,117,0.3,,1,True,False,0.0,0.0,0.0,0.059829,0.9145,0,7,0,1,,10
firefox-android,LAST,4654051,585,351,117,117,0.3,,0,False,False,0.0,0.0,0.0,0.094017,0.8803,0,11,0,0,,14
firefox-android,LAST,4654052,585,351,117,117,0.3,,0,False,False,0.0,0.0,0.0,0.08547,0.8462,0,10,0,0,,18
firefox-android,LAST,4654054,585,351,117,117,0.3,,0,False,False,0.0,0.0,0.0,0.042735,0.906,0,5,0,0,,11
firefox-android,LAST,4654056,585,351,117,117,0.3,,0,False,False,0.0,0.0,0.0,0.051282,0.8889,0,6,0,0,,13
firefox-android,LAST,4654366,582,349,116,117,0.3,,0,False,False,0.0,0.0,0.0,0.051282,0.8974,0,6,0,0,,12
firefox-android,LAST,4654367,582,349,116,117,0.3,,0,False,False,0.0,0.0,0.0,0.059829,0.8718,0,7,0,0,,15
firefox-android,LAST,4654368,582,349,116,117,0.3,,0,False,False,0.0,0.0,0.0,0.068376,0.8803,0,8,0,0,,14
firefox-android,LAST,4654372,582,349,116,117,0.3,,0,False,False,0.0,0.0,0.0,0.068376,0.8632,0,8,0,0,,16
firefox-android,LAST,4654378,582,349,116,117,0.3,,1,True,False,0.0,0.0,0.0,0.059829,0.8974,0,7,0,1,,12
firefox-android,LAST,4654420,582,349,116,117,0.3,,0,False,False,0.0,0.0,0.0,0.051282,0.9487,0,6,0,0,,6
firefox-android,LAST,4654421,582,349,116,117,0.3,,1,True,True,0.1429,1.0,0.25,0.051282,0.9231,1,6,1,0,0.0,9
firefox-android,LAST,4654422,582,349,116,117,0.3,,0,False,False,0.0,0.0,0.0,0.034188,0.9487,0,4,0,0,,6
firefox-android,LAST,4654423,582,349,116,117,0.3,,1,True,True,0.1429,1.0,0.25,0.051282,0.8547,1,6,1,0,0.0,17
firefox-android,LAST,4654426,582,349,116,117,0.3,,0,False,False,0.0,0.0,0.0,0.034188,0.9145,0,4,0,0,,10
firefox-android,LAST,4654428,582,349,116,117,0.3,,0,False,False,0.0,0.0,0.0,0.068376,0.8889,0,8,0,0,,13
firefox-android,LAST,4654429,582,349,116,117,0.3,,0,False,False,0.0,0.0,0.0,0.042735,0.906,0,5,0,0,,11
firefox-android,LAST,4654430,582,349,116,117,0.3,,0,False,False,0.0,0.0,0.0,0.076923,0.8718,0,9,0,0,,15
firefox-android,LAST,4654431,582,349,116,117,0.3,,1,True,False,0.0,0.0,0.0,0.068376,0.8889,0,8,0,1,,13
firefox-android,LAST,4654432,582,349,116,117,0.3,,0,False,False,0.0,0.0,0.0,0.051282,0.8718,0,6,0,0,,15
firefox-android,LAST,4654435,582,349,116,117,0.3,,0,False,False,0.0,0.0,0.0,0.051282,0.8803,0,6,0,0,,14
firefox-android,LAST,4654437,582,349,116,117,0.3,,0,False,False,0.0,0.0,0.0,0.042735,0.9402,0,5,0,0,,7
firefox-android,LAST,4654077,580,348,116,116,0.3,,1,True,True,0.2,1.0,0.3333,0.034483,0.9052,1,4,1,0,-2.0,11
firefox-android,LAST,4654078,580,348,116,116,0.3,,1,True,True,0.25,1.0,0.4,0.025862,0.9138,1,3,1,0,-2.0,10
firefox-android,LAST,4654079,580,348,116,116,0.3,,0,False,False,0.0,0.0,0.0,0.068966,0.9052,0,8,0,0,,11
firefox-android,LAST,4654080,580,348,116,116,0.3,,1,True,True,0.2857,1.0,0.4444,0.043103,0.8966,2,5,1,0,-2.0,12
firefox-android,LAST,4654081,580,348,116,116,0.3,,1,True,True,0.2,1.0,0.3333,0.034483,0.9052,1,4,1,0,-2.0,11
firefox-android,LAST,4654083,580,348,116,116,0.3,,0,False,False,0.0,0.0,0.0,0.034483,0.9483,0,4,0,0,,6
firefox-android,LAST,4654086,580,348,116,116,0.3,,0,False,False,0.0,0.0,0.0,0.060345,0.8879,0,7,0,0,,13
firefox-android,LAST,4654087,580,348,116,116,0.3,,0,False,False,0.0,0.0,0.0,0.068966,0.8621,0,8,0,0,,16
firefox-android,LAST,4654089,580,348,116,116,0.3,,0,False,False,0.0,0.0,0.0,0.060345,0.8707,0,7,0,0,,15
firefox-android,LAST,4654090,580,348,116,116,0.3,,0,False,False,0.0,0.0,0.0,0.060345,0.8276,0,7,0,0,,20
firefox-android,LAST,4654092,580,348,116,116,0.3,,0,False,False,0.0,0.0,0.0,0.051724,0.8448,0,6,0,0,,18
firefox-android,LAST,4654094,580,348,116,116,0.3,,0,False,False,0.0,0.0,0.0,0.051724,0.8793,0,6,0,0,,14
firefox-android,LAST,4653771,576,346,115,115,0.3,,1,True,False,0.0,0.0,0.0,0.06087,0.8522,0,7,0,1,,17
firefox-android,LAST,4653772,576,346,115,115,0.3,,1,True,True,0.1,1.0,0.1818,0.078261,0.8174,1,9,1,0,-1.0,21
firefox-android,LAST,4653777,576,346,115,115,0.3,,0,False,False,0.0,0.0,0.0,0.078261,0.8609,0,9,0,0,,16
firefox-android,LAST,4653780,576,346,115,115,0.3,,1,True,False,0.0,0.0,0.0,0.06087,0.9217,0,7,0,1,,9
firefox-android,LAST,4653781,576,346,115,115,0.3,,1,True,False,0.0,0.0,0.0,0.06087,0.9217,0,7,0,1,,9
firefox-android,LAST,4653782,576,346,115,115,0.3,,0,False,False,0.0,0.0,0.0,0.008696,0.9913,0,1,0,0,,1
firefox-android,LAST,4653783,576,346,115,115,0.3,,0,False,False,0.0,0.0,0.0,0.069565,0.8435,0,8,0,0,,18
firefox-android,LAST,4653784,576,346,115,115,0.3,,0,False,False,0.0,0.0,0.0,0.086957,0.8783,0,10,0,0,,14
firefox-android,LAST,4653786,576,346,115,115,0.3,,1,True,False,0.0,0.0,0.0,0.06087,0.9304,0,7,0,1,,8
firefox-android,LAST,4653788,576,346,115,115,0.3,,0,False,False,0.0,0.0,0.0,0.069565,0.8783,0,8,0,0,,14
firefox-android,LAST,4654348,537,322,107,108,0.3,,1,True,True,0.25,1.0,0.4,0.055556,0.8333,2,6,1,0,-4.0,18
firefox-android,LAST,4654349,537,322,107,108,0.3,,1,True,True,0.2857,1.0,0.4444,0.046296,0.9167,2,5,1,0,-3.0,9
firefox-android,LAST,4654350,537,322,107,108,0.3,,1,True,True,0.3333,1.0,0.5,0.037037,0.8704,2,4,1,0,-6.0,14
firefox-android,LAST,4654351,537,322,107,108,0.3,,1,True,True,0.2857,1.0,0.4444,0.046296,0.8981,2,5,1,0,-3.0,11
firefox-android,LAST,4654352,537,322,107,108,0.3,,1,True,True,0.2857,1.0,0.4444,0.046296,0.8981,2,5,1,0,-3.0,11
firefox-android,LAST,4654354,537,322,107,108,0.3,,0,False,False,0.0,0.0,0.0,0.083333,0.8148,0,9,0,0,,20
firefox-android,LAST,4654357,537,322,107,108,0.3,,0,False,False,0.0,0.0,0.0,0.055556,0.8889,0,6,0,0,,12
firefox-android,LAST,4654358,537,322,107,108,0.3,,0,False,False,0.0,0.0,0.0,0.055556,0.8889,0,6,0,0,,12
firefox-android,LAST,4654359,537,322,107,108,0.3,,0,False,False,0.0,0.0,0.0,0.055556,0.8519,0,6,0,0,,16
firefox-android,LAST,4654360,537,322,107,108,0.3,,0,False,False,0.0,0.0,0.0,0.046296,0.8981,0,5,0,0,,11
firefox-android,LAST,4654361,537,322,107,108,0.3,,0,False,False,0.0,0.0,0.0,0.037037,0.9074,0,4,0,0,,10
firefox-android,LAST,4654363,537,322,107,108,0.3,,0,False,False,0.0,0.0,0.0,0.037037,0.9259,0,4,0,0,,8
firefox-android,LAST,4654365,537,322,107,108,0.3,,0,False,False,0.0,0.0,0.0,0.037037,0.8889,0,4,0,0,,12
firefox-android,LAST,4969030,340,204,68,68,0.3,,0,False,False,0.0,0.0,0.0,0.132353,0.7794,0,9,0,0,,15
firefox-android,LAST,4969017,320,192,64,64,0.3,,1,True,False,0.0,0.0,0.0,0.03125,0.9688,0,2,0,1,,2
firefox-android,LAST,4969022,284,170,57,57,0.3,,0,False,False,0.0,0.0,0.0,0.035088,0.9123,0,2,0,0,,5
firefox-android,LAST,4969012,283,170,57,56,0.3,,0,False,False,0.0,0.0,0.0,0.071429,0.8571,0,4,0,0,,8
firefox-android,LAST,4969013,283,170,57,56,0.3,,0,False,False,0.0,0.0,0.0,0.071429,0.8929,0,4,0,0,,6
firefox-android,LAST,4969042,281,169,56,56,0.3,,0,False,False,0.0,0.0,0.0,0.017857,0.9464,0,1,0,0,,3
firefox-android,LAST,4969038,241,145,48,48,0.3,,0,False,False,0.0,0.0,0.0,0.041667,0.9375,0,2,0,0,,3
firefox-android,LAST,4968998,240,144,48,48,0.3,,1,True,True,1.0,1.0,1.0,0.0,0.9792,1,0,1,0,5.0,1
firefox-android,LAST,4968999,240,144,48,48,0.3,,0,False,False,0.0,0.0,0.0,0.125,0.8542,0,6,0,0,,7
firefox-android,LAST,4969014,231,139,46,46,0.3,,0,False,False,0.0,0.0,0.0,0.043478,0.8696,0,2,0,0,,6
firefox-android,LAST,4969035,222,133,44,45,0.3,,0,False,False,0.0,0.0,0.0,0.066667,0.8889,0,3,0,0,,5
firefox-android,LAST,4969001,219,131,44,44,0.3,,1,True,True,0.3333,1.0,0.5,0.045455,0.9318,1,2,1,0,0.0,3
firefox-android,LAST,4969028,211,127,42,42,0.3,,0,False,False,0.0,0.0,0.0,0.02381,0.9762,0,1,0,0,,1
firefox-android,LAST,4969029,211,127,42,42,0.3,,0,False,False,0.0,0.0,0.0,0.095238,0.881,0,4,0,0,,5
firefox-android,LAST,4969020,208,125,42,41,0.3,,0,False,False,0.0,0.0,0.0,0.073171,0.9268,0,3,0,0,,3
firefox-android,SMA(w=40),4669835,2662,1597,532,533,40,,0,False,False,0.0,0.0,0.0,0.035647,0.7336,0,19,0,0,,142
firefox-android,SMA(w=40),4653861,729,437,146,146,40,,1,True,True,0.1667,1.0,0.2857,0.034247,0.8767,1,5,1,0,0.0,18
firefox-android,SMA(w=40),4653862,729,437,146,146,40,,1,True,True,0.1667,1.0,0.2857,0.034247,0.8767,1,5,1,0,0.0,18
firefox-android,SMA(w=40),4653863,729,437,146,146,40,,1,True,True,0.2,1.0,0.3333,0.027397,0.8973,1,4,1,0,0.0,15
firefox-android,SMA(w=40),4653864,729,437,146,146,40,,1,True,True,0.2,1.0,0.3333,0.027397,0.8836,1,4,1,0,0.0,17
firefox-android,SMA(w=40),4653865,729,437,146,146,40,,1,True,True,0.25,1.0,0.4,0.020548,0.9178,1,3,1,0,0.0,12
firefox-android,SMA(w=40),4653867,729,437,146,146,40,,0,False,False,0.0,0.0,0.0,0.082192,0.8425,0,12,0,0,,23
firefox-android,SMA(w=40),4653869,729,437,146,146,40,,0,False,False,0.0,0.0,0.0,0.061644,0.9041,0,9,0,0,,14
firefox-android,SMA(w=40),4653870,729,437,146,146,40,,0,False,False,0.0,0.0,0.0,0.041096,0.8014,0,6,0,0,,29
firefox-android,SMA(w=40),4653871,729,437,146,146,40,,0,False,False,0.0,0.0,0.0,0.034247,0.8082,0,5,0,0,,28
firefox-android,SMA(w=40),4653872,729,437,146,146,40,,0,False,False,0.0,0.0,0.0,0.082192,0.8288,0,12,0,0,,25
firefox-android,SMA(w=40),4653873,729,437,146,146,40,,0,False,False,0.0,0.0,0.0,0.041096,0.8014,0,6,0,0,,29
firefox-android,SMA(w=40),4653874,729,437,146,146,40,,0,False,False,0.0,0.0,0.0,0.034247,0.8082,0,5,0,0,,28
firefox-android,SMA(w=40),4653876,729,437,146,146,40,,0,False,False,0.0,0.0,0.0,0.068493,0.8904,0,10,0,0,,16
firefox-android,SMA(w=40),4653878,729,437,146,146,40,,0,False,False,0.0,0.0,0.0,0.054795,0.8973,0,8,0,0,,15
firefox-android,SMA(w=40),4653879,728,437,146,145,40,,0,False,False,0.0,0.0,0.0,0.048276,0.9517,0,7,0,0,,7
firefox-android,SMA(w=40),4653880,728,437,146,145,40,,0,False,False,0.0,0.0,0.0,0.041379,0.931,0,6,0,0,,10
firefox-android,SMA(w=40),4653881,728,437,146,145,40,,0,False,False,0.0,0.0,0.0,0.041379,0.9448,0,6,0,0,,8
firefox-android,SMA(w=40),4653882,728,437,146,145,40,,0,False,False,0.0,0.0,0.0,0.034483,0.9655,0,5,0,0,,5
firefox-android,SMA(w=40),4653883,728,437,146,145,40,,0,False,False,0.0,0.0,0.0,0.027586,0.9586,0,4,0,0,,6
firefox-android,SMA(w=40),4653885,728,437,146,145,40,,0,False,False,0.0,0.0,0.0,0.027586,0.931,0,4,0,0,,10
firefox-android,SMA(w=40),4653887,728,437,146,145,40,,0,False,False,0.0,0.0,0.0,0.041379,0.9586,0,6,0,0,,6
firefox-android,SMA(w=40),4653888,728,437,146,145,40,,0,False,False,0.0,0.0,0.0,0.096552,0.8759,0,14,0,0,,18
firefox-android,SMA(w=40),4653889,728,437,146,145,40,,0,False,False,0.0,0.0,0.0,0.082759,0.9103,0,12,0,0,,13
firefox-android,SMA(w=40),4653890,728,437,146,145,40,,1,True,True,0.0909,1.0,0.1667,0.068966,0.8759,1,10,1,0,0.0,18
firefox-android,SMA(w=40),4653891,728,437,146,145,40,,0,False,False,0.0,0.0,0.0,0.103448,0.869,0,15,0,0,,19
firefox-android,SMA(w=40),4653892,728,437,146,145,40,,1,True,True,0.125,1.0,0.2222,0.048276,0.9103,1,7,1,0,1.0,13
firefox-android,SMA(w=40),4653894,728,437,146,145,40,,0,False,False,0.0,0.0,0.0,0.096552,0.8828,0,14,0,0,,17
firefox-android,SMA(w=40),4653896,728,437,146,145,40,,1,True,True,0.0909,1.0,0.1667,0.068966,0.8483,1,10,1,0,-7.0,22
firefox-android,SMA(w=40),4654312,704,422,141,141,40,,1,True,False,0.0,0.0,0.0,0.021277,0.9362,0,3,0,1,,9
firefox-android,SMA(w=40),4654313,704,422,141,141,40,,0,False,False,0.0,0.0,0.0,0.056738,0.8723,0,8,0,0,,18
firefox-android,SMA(w=40),4654314,704,422,141,141,40,,1,True,False,0.0,0.0,0.0,0.042553,0.8936,0,6,0,1,,15
firefox-android,SMA(w=40),4654315,704,422,141,141,40,,1,True,True,0.2,1.0,0.3333,0.028369,0.922,1,4,1,0,1.0,11
firefox-android,SMA(w=40),4654316,704,422,141,141,40,,1,True,False,0.0,0.0,0.0,0.028369,0.8794,0,4,0,1,,17
firefox-android,SMA(w=40),4654318,704,422,141,141,40,,1,True,False,0.0,0.0,0.0,0.049645,0.9078,0,7,0,1,,13
firefox-android,SMA(w=40),4654320,704,422,141,141,40,,1,True,False,0.0,0.0,0.0,0.021277,0.922,0,3,0,1,,11
firefox-android,SMA(w=40),4654321,704,422,141,141,40,,1,True,False,0.0,0.0,0.0,0.042553,0.922,0,6,0,1,,11
firefox-android,SMA(w=40),4654322,704,422,141,141,40,,1,True,False,0.0,0.0,0.0,0.049645,0.922,0,7,0,1,,11
firefox-android,SMA(w=40),4654323,704,422,141,141,40,,1,True,False,0.0,0.0,0.0,0.056738,0.8511,0,8,0,1,,21
firefox-android,SMA(w=40),4654324,704,422,141,141,40,,1,True,False,0.0,0.0,0.0,0.028369,0.8936,0,4,0,1,,15
firefox-android,SMA(w=40),4654325,704,422,141,141,40,,1,True,False,0.0,0.0,0.0,0.035461,0.8865,0,5,0,1,,16
firefox-android,SMA(w=40),4654327,704,422,141,141,40,,1,True,False,0.0,0.0,0.0,0.056738,0.9007,0,8,0,1,,14
firefox-android,SMA(w=40),4654329,704,422,141,141,40,,1,True,False,0.0,0.0,0.0,0.035461,0.8794,0,5,0,1,,17
firefox-android,SMA(w=40),4654059,690,414,138,138,40,,0,False,False,0.0,0.0,0.0,0.065217,0.8478,0,9,0,0,,21
firefox-android,SMA(w=40),4654060,690,414,138,138,40,,0,False,False,0.0,0.0,0.0,0.072464,0.8406,0,10,0,0,,22
firefox-android,SMA(w=40),4654061,690,414,138,138,40,,0,False,False,0.0,0.0,0.0,0.065217,0.8841,0,9,0,0,,16
firefox-android,SMA(w=40),4654062,690,414,138,138,40,,0,False,False,0.0,0.0,0.0,0.050725,0.8623,0,7,0,0,,19
firefox-android,SMA(w=40),4654063,690,414,138,138,40,,0,False,False,0.0,0.0,0.0,0.057971,0.8696,0,8,0,0,,18
firefox-android,SMA(w=40),4654065,690,414,138,138,40,,0,False,False,0.0,0.0,0.0,0.065217,0.8406,0,9,0,0,,22
firefox-android,SMA(w=40),4654067,690,414,138,138,40,,0,False,False,0.0,0.0,0.0,0.065217,0.8696,0,9,0,0,,18
firefox-android,SMA(w=40),4654068,690,414,138,138,40,,1,True,False,0.0,0.0,0.0,0.065217,0.8406,0,9,0,1,,22
firefox-android,SMA(w=40),4654069,690,414,138,138,40,,1,True,False,0.0,0.0,0.0,0.072464,0.8188,0,10,0,1,,25
firefox-android,SMA(w=40),4654070,690,414,138,138,40,,0,False,False,0.0,0.0,0.0,0.07971,0.9058,0,11,0,0,,13
firefox-android,SMA(w=40),4654071,690,414,138,138,40,,1,True,True,0.1,1.0,0.1818,0.065217,0.8406,1,9,1,0,-12.0,22
firefox-android,SMA(w=40),4654072,690,414,138,138,40,,2,True,True,0.1111,1.0,0.2,0.057971,0.8768,1,8,2,0,0.5,17
firefox-android,SMA(w=40),4654074,690,414,138,138,40,,1,True,False,0.0,0.0,0.0,0.065217,0.7681,0,9,0,1,,32
firefox-android,SMA(w=40),4654076,690,414,138,138,40,,1,True,False,0.0,0.0,0.0,0.065217,0.8478,0,9,0,1,,21
firefox-android,SMA(w=40),4654149,687,412,137,138,40,,0,False,False,0.0,0.0,0.0,0.072464,0.8986,0,10,0,0,,14
firefox-android,SMA(w=40),4654330,685,411,137,137,40,,0,False,False,0.0,0.0,0.0,0.036496,0.9562,0,5,0,0,,6
firefox-android,SMA(w=40),4654331,685,411,137,137,40,,0,False,False,0.0,0.0,0.0,0.029197,0.9489,0,4,0,0,,7
firefox-android,SMA(w=40),4654332,685,411,137,137,40,,0,False,False,0.0,0.0,0.0,0.051095,0.9489,0,7,0,0,,7
firefox-android,SMA(w=40),4654333,685,411,137,137,40,,0,False,False,0.0,0.0,0.0,0.036496,0.9562,0,5,0,0,,6
firefox-android,SMA(w=40),4654334,685,411,137,137,40,,0,False,False,0.0,0.0,0.0,0.043796,0.9489,0,6,0,0,,7
firefox-android,SMA(w=40),4654336,685,411,137,137,40,,0,False,False,0.0,0.0,0.0,0.072993,0.9197,0,10,0,0,,11
firefox-android,SMA(w=40),4654338,685,411,137,137,40,,0,False,False,0.0,0.0,0.0,0.051095,0.9489,0,7,0,0,,7
firefox-android,SMA(w=40),4654339,685,411,137,137,40,,0,False,False,0.0,0.0,0.0,0.094891,0.8613,0,13,0,0,,19
firefox-android,SMA(w=40),4654340,685,411,137,137,40,,0,False,False,0.0,0.0,0.0,0.116788,0.8102,0,16,0,0,,26
firefox-android,SMA(w=40),4654341,685,411,137,137,40,,1,True,True,0.1667,1.0,0.2857,0.036496,0.854,1,5,1,0,-11.0,20
firefox-android,SMA(w=40),4654342,685,411,137,137,40,,1,True,True,0.3,1.0,0.4615,0.051095,0.8686,3,7,1,0,-4.0,18
firefox-android,SMA(w=40),4654343,685,411,137,137,40,,1,True,True,0.2222,1.0,0.3636,0.051095,0.8832,2,7,1,0,-7.0,16
firefox-android,SMA(w=40),4654345,685,411,137,137,40,,0,False,False,0.0,0.0,0.0,0.087591,0.8613,0,12,0,0,,19
firefox-android,SMA(w=40),4654347,685,411,137,137,40,,2,True,True,0.1818,1.0,0.3077,0.065693,0.8467,2,9,2,0,-3.5,21
firefox-android,SMA(w=40),4654095,674,404,135,135,40,,0,False,False,0.0,0.0,0.0,0.02963,0.9704,0,4,0,0,,4
firefox-android,SMA(w=40),4654096,674,404,135,135,40,,0,False,False,0.0,0.0,0.0,0.02963,0.9556,0,4,0,0,,6
firefox-android,SMA(w=40),4654097,674,404,135,135,40,,0,False,False,0.0,0.0,0.0,0.02963,0.9333,0,4,0,0,,9
firefox-android,SMA(w=40),4654098,674,404,135,135,40,,0,False,False,0.0,0.0,0.0,0.02963,0.9556,0,4,0,0,,6
firefox-android,SMA(w=40),4654099,674,404,135,135,40,,0,False,False,0.0,0.0,0.0,0.022222,0.963,0,3,0,0,,5
firefox-android,SMA(w=40),4654101,674,404,135,135,40,,1,True,True,0.1,1.0,0.1818,0.066667,0.837,1,9,1,0,-6.0,22
firefox-android,SMA(w=40),4654103,674,404,135,135,40,,0,False,False,0.0,0.0,0.0,0.051852,0.8667,0,7,0,0,,18
firefox-android,SMA(w=40),4654104,674,404,135,135,40,,1,True,True,0.0769,1.0,0.1429,0.088889,0.8,1,12,1,0,-5.0,27
firefox-android,SMA(w=40),4654105,674,404,135,135,40,,1,True,True,0.0769,1.0,0.1429,0.088889,0.8,1,12,1,0,-5.0,27
firefox-android,SMA(w=40),4654106,674,404,135,135,40,,0,False,False,0.0,0.0,0.0,0.081481,0.8296,0,11,0,0,,23
firefox-android,SMA(w=40),4654107,674,404,135,135,40,,1,True,True,0.0769,1.0,0.1429,0.088889,0.8,1,12,1,0,-5.0,27
firefox-android,SMA(w=40),4654108,674,404,135,135,40,,1,True,True,0.125,1.0,0.2222,0.051852,0.8593,1,7,1,0,-5.0,19
firefox-android,SMA(w=40),4654110,674,404,135,135,40,,0,False,False,0.0,0.0,0.0,0.081481,0.8222,0,11,0,0,,24
firefox-android,SMA(w=40),4654112,674,404,135,135,40,,0,False,False,0.0,0.0,0.0,0.096296,0.8296,0,13,0,0,,23
firefox-android,SMA(w=40),4653699,670,402,134,134,40,,1,True,True,0.2,1.0,0.3333,0.029851,0.8955,1,4,1,0,-9.0,14
firefox-android,SMA(w=40),4653700,670,402,134,134,40,,1,True,True,0.125,1.0,0.2222,0.052239,0.903,1,7,1,0,-9.0,13
firefox-android,SMA(w=40),4653701,670,402,134,134,40,,1,True,True,0.1667,1.0,0.2857,0.037313,0.903,1,5,1,0,-9.0,13
firefox-android,SMA(w=40),4653702,670,402,134,134,40,,1,True,True,0.1667,1.0,0.2857,0.037313,0.9179,1,5,1,0,-9.0,11
firefox-android,SMA(w=40),4653705,670,402,134,134,40,,1,True,True,0.1429,1.0,0.25,0.044776,0.8731,1,6,1,0,-9.0,17
