dataset,signature_id,T_total,T_train,T_val,T_test,n_params,trans_train_time_s,trans_train_mem_KB,trans_n_epochs,trans_infer_time_s,trans_infer_time_ms_per_step,trans_infer_mem_KB,arima_fit_time_s,arima_fit_mem_KB,arima_infer_time_s,arima_infer_time_ms_per_step,arima_infer_mem_KB,sma_infer_time_s,sma_infer_time_ms_per_step,sma_infer_mem_KB,ewma_infer_time_s,ewma_infer_time_ms_per_step,ewma_infer_mem_KB,last_infer_time_s,last_infer_time_ms_per_step,last_infer_mem_KB
firefox-android,4653874,729,437,146,146,2273,0.6607,0.0,20,0.082859,0.5675,12.0,0.0757,0.0,0.8968,6.143,0.0,0.012132,0.0831,0.0,0.008696,0.0596,0.0,0.009042,0.0619,0.0
firefox-android,4653876,729,437,146,146,2273,0.6482,0.0,20,0.088999,0.6096,12.0,0.0544,0.0,1.1066,7.58,0.0,0.01779,0.1218,0.0,0.01506,0.1032,0.0,0.011859,0.0812,0.0
firefox-android,4653878,729,437,146,146,2273,1.2659,0.0,20,0.167621,1.1481,12.0,0.1235,0.0,1.4659,10.04,0.0,0.021024,0.144,0.0,0.014958,0.1025,0.0,0.013111,0.0898,0.0
firefox-android,4653879,728,437,146,145,2273,0.9734,0.0,20,0.120744,0.8327,12.0,0.1734,0.0,0.7786,5.369,0.0,0.01012,0.0698,0.0,0.00715,0.0493,0.0,0.007057,0.0487,0.0
firefox-android,4653880,728,437,146,145,2273,0.6276,0.0,20,0.099401,0.6855,12.0,0.1279,0.0,0.9168,6.323,0.0,0.007483,0.0516,0.0,0.004614,0.0318,0.0,0.005159,0.0356,0.0
firefox-android,4653881,728,437,146,145,2273,0.6,0.0,20,0.088054,0.6073,12.0,0.1159,0.0,0.6854,4.727,8.0,0.00726,0.0501,0.0,0.004689,0.0323,0.0,0.004544,0.0313,0.0
firefox-android,4653882,728,437,146,145,2273,0.6767,0.0,20,0.10208,0.704,12.0,0.1235,0.0,0.7368,5.081,8.0,0.006873,0.0474,0.0,0.00464,0.032,0.0,0.004564,0.0315,0.0
firefox-android,4653883,728,437,146,145,2273,0.5755,0.0,20,0.083121,0.5732,12.0,0.1822,0.0,0.9178,6.33,0.0,0.011473,0.0791,0.0,0.007859,0.0542,0.0,0.006401,0.0441,0.0
firefox-android,4653885,728,437,146,145,2273,0.6316,0.0,20,0.09736,0.6714,12.0,0.1017,0.0,0.6978,4.813,4.0,0.008262,0.057,0.0,0.005356,0.0369,0.0,0.005061,0.0349,0.0
firefox-android,4653887,728,437,146,145,2273,0.5687,0.0,20,0.097717,0.6739,12.0,0.1084,0.0,0.9755,6.728,8.0,0.012391,0.0855,0.0,0.008296,0.0572,0.0,0.010688,0.0737,0.0
firefox-android,4653888,728,437,146,145,2273,0.5991,0.0,20,0.078202,0.5393,12.0,0.0791,0.0,0.7531,5.194,0.0,0.007426,0.0512,0.0,0.005884,0.0406,0.0,0.005115,0.0353,0.0
firefox-android,4653889,728,437,146,145,2273,0.6299,0.0,20,0.100329,0.6919,12.0,0.0767,0.0,0.9519,6.565,0.0,0.007197,0.0496,0.0,0.004744,0.0327,0.0,0.00671,0.0463,0.0
firefox-android,4653890,728,437,146,145,2273,0.5868,0.0,20,0.085536,0.5899,12.0,0.0723,0.0,0.8058,5.557,0.0,0.012422,0.0857,0.0,0.008549,0.059,0.0,0.005111,0.0352,0.0
firefox-android,4653891,728,437,146,145,2273,0.8243,0.0,20,0.145318,1.0022,12.0,0.1694,0.0,0.7786,5.369,0.0,0.007219,0.0498,0.0,0.004734,0.0326,0.0,0.005539,0.0382,0.0
firefox-android,4653892,728,437,146,145,2273,0.5561,0.0,20,0.127024,0.876,12.0,0.3383,0.0,1.6463,11.354,0.0,0.016918,0.1167,0.0,0.007433,0.0513,0.0,0.011663,0.0804,0.0
firefox-android,4653894,728,437,146,145,2273,0.8902,0.0,20,0.147375,1.0164,12.0,0.0886,0.0,1.0412,7.181,0.0,0.012527,0.0864,0.0,0.007231,0.0499,0.0,0.008428,0.0581,0.0
firefox-android,4653896,728,437,146,145,2273,0.9649,0.0,20,0.163633,1.1285,12.0,0.2022,0.0,1.2917,8.909,8.0,0.012937,0.0892,0.0,0.009189,0.0634,0.0,0.007359,0.0508,0.0
firefox-android,4654312,704,422,141,141,2273,0.8712,0.0,20,0.12009,0.8517,0.0,0.1311,4.0,1.212,8.596,0.0,0.012746,0.0904,0.0,0.009971,0.0707,0.0,0.010227,0.0725,0.0
firefox-android,4654313,704,422,141,141,2273,1.0235,0.0,20,0.174235,1.2357,0.0,0.3112,0.0,1.5721,11.149,8.0,0.013613,0.0965,0.0,0.00925,0.0656,0.0,0.010481,0.0743,0.0
firefox-android,4654314,704,422,141,141,2273,0.8751,8.0,19,0.145368,1.031,0.0,0.2132,0.0,1.3949,9.893,0.0,0.012277,0.0871,0.0,0.006999,0.0496,0.0,0.011864,0.0841,0.0
firefox-android,4654315,704,422,141,141,2273,0.8375,0.0,20,0.141918,1.0065,0.0,0.202,0.0,1.1529,8.176,0.0,0.018693,0.1326,0.0,0.008623,0.0612,0.0,0.008666,0.0615,0.0
firefox-android,4654316,704,422,141,141,2273,0.8629,0.0,20,0.154996,1.0993,0.0,0.3532,0.0,1.4228,10.091,0.0,0.018033,0.1279,0.0,0.009489,0.0673,0.0,0.007408,0.0525,0.0
firefox-android,4654318,704,422,141,141,2273,0.8503,0.0,20,0.136063,0.965,0.0,0.1439,0.0,1.1747,8.331,0.0,0.019503,0.1383,0.0,0.012626,0.0895,0.0,0.013961,0.099,0.0
firefox-android,4654320,704,422,141,141,2273,1.0332,0.0,20,0.156732,1.1116,0.0,0.2069,0.0,1.2535,8.89,0.0,0.011682,0.0828,0.0,0.008067,0.0572,0.0,0.012798,0.0908,0.0
firefox-android,4654321,704,422,141,141,2273,0.8614,0.0,20,0.158346,1.123,0.0,0.2165,0.0,1.3843,9.818,0.0,0.017262,0.1224,0.0,0.012138,0.0861,0.0,0.009495,0.0673,0.0
firefox-android,4654322,704,422,141,141,2273,0.8706,0.0,20,0.125907,0.893,0.0,0.1886,0.0,1.9158,13.588,0.0,0.019785,0.1403,0.0,0.013963,0.099,0.0,0.014401,0.1021,0.0
firefox-android,4654323,704,422,141,141,2273,1.1335,0.0,20,0.231141,1.6393,0.0,0.2077,0.0,1.3933,9.881,0.0,0.01944,0.1379,0.0,0.011655,0.0827,0.0,0.013177,0.0935,0.0
firefox-android,4654324,704,422,141,141,2273,0.9022,0.0,20,0.142925,1.0137,0.0,0.0542,0.0,1.2284,8.712,0.0,0.022537,0.1598,0.0,0.017601,0.1248,0.0,0.012544,0.089,0.0
firefox-android,4654325,704,422,141,141,2273,0.975,0.0,20,0.156883,1.1126,0.0,0.2299,0.0,1.4483,10.272,0.0,0.021746,0.1542,0.0,0.015618,0.1108,0.0,0.019609,0.1391,0.0
firefox-android,4654327,704,422,141,141,2273,1.4552,0.0,20,0.263687,1.8701,0.0,0.2484,0.0,1.8466,13.096,0.0,0.015508,0.11,0.0,0.010112,0.0717,0.0,0.015286,0.1084,0.0
firefox-android,4654329,704,422,141,141,2273,1.2358,0.0,20,0.172196,1.2212,0.0,0.1862,0.0,1.4842,10.526,0.0,0.021266,0.1508,0.0,0.014749,0.1046,0.0,0.014032,0.0995,0.0
firefox-android,4654059,690,414,138,138,2273,1.3338,4.0,20,0.151004,1.0942,0.0,0.1948,0.0,1.0031,7.269,0.0,0.020441,0.1481,0.0,0.01834,0.1329,0.0,0.018466,0.1338,0.0
firefox-android,4654060,690,414,138,138,2273,0.8593,0.0,20,0.15731,1.1399,0.0,0.1402,0.0,1.2434,9.01,0.0,0.01938,0.1404,0.0,0.013046,0.0945,0.0,0.011998,0.0869,0.0
firefox-android,4654061,690,414,138,138,2273,0.9206,0.0,20,0.134778,0.9767,0.0,0.1193,0.0,0.9545,6.917,0.0,0.016509,0.1196,0.0,0.009664,0.07,0.0,0.007052,0.0511,0.0
firefox-android,4654062,690,414,138,138,2273,0.8008,0.0,20,0.181601,1.3159,0.0,0.168,0.0,1.1792,8.545,0.0,0.010335,0.0749,0.0,0.006153,0.0446,0.0,0.004159,0.0301,0.0
firefox-android,4654063,690,414,138,138,2273,0.508,0.0,20,0.088434,0.6408,0.0,0.1282,0.0,0.6771,4.907,0.0,0.006987,0.0506,0.0,0.004761,0.0345,0.0,0.005519,0.04,0.0
firefox-android,4654065,690,414,138,138,2273,0.6207,0.0,20,0.11282,0.8175,0.0,0.0821,0.0,0.7048,5.107,0.0,0.007004,0.0508,0.0,0.004698,0.034,0.0,0.005413,0.0392,0.0
firefox-android,4654067,690,414,138,138,2273,0.5325,0.0,20,0.09111,0.6602,0.0,0.0931,0.0,0.8908,6.455,0.0,0.010215,0.074,0.0,0.004466,0.0324,0.0,0.004279,0.031,0.0
firefox-android,4654068,690,414,138,138,2273,0.5338,0.0,20,0.076394,0.5536,0.0,0.0495,0.0,0.6184,4.481,0.0,0.006995,0.0507,0.0,0.005442,0.0394,0.0,0.004911,0.0356,0.0
firefox-android,4654069,690,414,138,138,2273,0.5973,0.0,20,0.095555,0.6924,0.0,0.0577,0.0,0.88,6.377,0.0,0.006493,0.0471,0.0,0.004536,0.0329,0.0,0.004697,0.034,0.0
firefox-android,4654070,690,414,138,138,2273,0.5262,0.0,20,0.087185,0.6318,0.0,0.0923,0.0,0.7769,5.63,0.0,0.017363,0.1258,0.0,0.007982,0.0578,0.0,0.005825,0.0422,0.0
firefox-android,4654071,690,414,138,138,2273,0.4663,0.0,15,0.103235,0.7481,0.0,0.0842,0.0,0.6461,4.682,0.0,0.008573,0.0621,0.0,0.008269,0.0599,0.0,0.006053,0.0439,0.0
firefox-android,4654072,690,414,138,138,2273,0.5263,0.0,20,0.08931,0.6472,0.0,0.0837,0.0,0.9429,6.832,0.0,0.011822,0.0857,0.0,0.008171,0.0592,0.0,0.008614,0.0624,0.0
firefox-android,4654074,690,414,138,138,2273,0.5277,0.0,20,0.083149,0.6025,0.0,0.0601,0.0,0.6193,4.488,0.0,0.006371,0.0462,0.0,0.005338,0.0387,0.0,0.004838,0.0351,0.0
firefox-android,4654076,690,414,138,138,2273,0.5843,0.0,20,0.106841,0.7742,0.0,0.0999,0.0,0.8585,6.221,0.0,0.008857,0.0642,0.0,0.005233,0.0379,0.0,0.0053,0.0384,0.0
firefox-android,4654149,687,412,137,138,2273,0.6448,1024.0,20,0.089359,0.6475,0.0,0.06,0.0,0.6833,4.952,0.0,0.008403,0.0609,0.0,0.006183,0.0448,0.0,0.005829,0.0422,0.0
firefox-android,4654330,685,411,137,137,2273,0.6975,0.0,20,0.132132,0.9645,0.0,0.1685,0.0,0.7684,5.609,0.0,0.007331,0.0535,0.0,0.006189,0.0452,0.0,0.005845,0.0427,0.0
firefox-android,4654331,685,411,137,137,2273,0.7245,0.0,20,0.103563,0.7559,0.0,0.1195,0.0,0.8913,6.506,8.0,0.014144,0.1032,0.0,0.009771,0.0713,0.0,0.006672,0.0487,0.0
firefox-android,4654332,685,411,137,137,2273,0.8448,0.0,20,0.124491,0.9087,0.0,0.1058,0.0,0.822,6.0,8.0,0.007293,0.0532,0.0,0.005085,0.0371,0.0,0.004858,0.0355,0.0
firefox-android,4654333,685,411,137,137,2273,0.6472,0.0,20,0.11854,0.8653,0.0,0.1264,0.0,1.1768,8.59,0.0,0.014683,0.1072,0.0,0.010058,0.0734,0.0,0.009962,0.0727,0.0
firefox-android,4654334,685,411,137,137,2273,0.6825,0.0,20,0.11729,0.8561,0.0,0.1291,0.0,0.688,5.022,0.0,0.006821,0.0498,0.0,0.004647,0.0339,0.0,0.004686,0.0342,0.0
firefox-android,4654336,685,411,137,137,2273,0.6764,0.0,20,0.127021,0.9272,0.0,0.1501,0.0,0.8876,6.479,0.0,0.009898,0.0722,0.0,0.007021,0.0512,0.0,0.006905,0.0504,0.0
firefox-android,4654338,685,411,137,137,2273,0.5846,0.0,20,0.109953,0.8026,0.0,0.097,0.0,0.7954,5.806,0.0,0.012946,0.0945,0.0,0.008948,0.0653,0.0,0.00615,0.0449,0.0
firefox-android,4654339,685,411,137,137,2273,0.8328,0.0,20,0.148131,1.0812,0.0,0.1141,0.0,0.8134,5.937,0.0,0.00766,0.0559,0.0,0.005261,0.0384,0.0,0.005308,0.0387,0.0
firefox-android,4654340,685,411,137,137,2273,0.6222,0.0,20,0.090872,0.6633,0.0,0.0476,0.0,0.9013,6.579,0.0,0.00852,0.0622,0.0,0.006091,0.0445,0.0,0.006802,0.0496,0.0
firefox-android,4654341,685,411,137,137,2273,0.7639,0.0,20,0.133063,0.9713,0.0,0.0788,0.0,0.671,4.898,0.0,0.00686,0.0501,0.0,0.004701,0.0343,0.0,0.00472,0.0345,0.0
firefox-android,4654342,685,411,137,137,2273,0.6053,0.0,20,0.103899,0.7584,0.0,0.0785,0.0,1.1357,8.29,0.0,0.017835,0.1302,0.0,0.011957,0.0873,0.0,0.012147,0.0887,0.0
firefox-android,4654343,685,411,137,137,2273,0.9178,0.0,20,0.109459,0.799,0.0,0.1914,0.0,0.7223,5.272,64.0,0.006877,0.0502,0.0,0.007347,0.0536,0.0,0.008556,0.0625,0.0
firefox-android,4654345,685,411,137,137,2273,0.529,0.0,20,0.11485,0.8383,0.0,0.0695,0.0,1.0251,7.483,0.0,0.007962,0.0581,0.0,0.005744,0.0419,0.0,0.005572,0.0407,0.0
firefox-android,4654347,685,411,137,137,2273,0.653,0.0,20,0.118188,0.8627,0.0,0.0989,0.0,0.6813,4.973,0.0,0.008946,0.0653,0.0,0.004866,0.0355,0.0,0.004847,0.0354,0.0
firefox-android,4654095,674,404,135,135,2273,0.6861,48.0,20,0.12599,0.9333,0.0,0.1418,0.0,0.7985,5.915,0.0,0.007876,0.0583,0.0,0.005418,0.0401,0.0,0.005433,0.0402,0.0
firefox-android,4654096,674,404,135,135,2273,0.6735,0.0,20,0.125417,0.929,0.0,0.1227,0.0,0.6304,4.669,0.0,0.007122,0.0528,0.0,0.004667,0.0346,0.0,0.00461,0.0341,0.0
firefox-android,4654097,674,404,135,135,2273,0.7069,0.0,20,0.128393,0.9511,0.0,0.1083,0.0,0.9106,6.745,0.0,0.015855,0.1174,0.0,0.007032,0.0521,0.0,0.007289,0.054,0.0
firefox-android,4654098,674,404,135,135,2273,0.7887,0.0,20,0.130024,0.9631,0.0,0.1009,0.0,1.0171,7.534,0.0,0.019882,0.1473,0.0,0.014485,0.1073,0.0,0.014524,0.1076,0.0
firefox-android,4654099,674,404,135,135,2273,1.168,0.0,20,0.139082,1.0302,0.0,0.143,0.0,0.6418,4.754,0.0,0.01348,0.0999,0.0,0.009335,0.0691,0.0,0.009464,0.0701,0.0
firefox-android,4654101,674,404,135,135,2273,0.5678,0.0,20,0.105733,0.7832,0.0,0.0701,0.0,1.0809,8.007,0.0,0.013392,0.0992,0.0,0.012529,0.0928,0.0,0.013403,0.0993,0.0
firefox-android,4654103,674,404,135,135,2273,0.9184,0.0,20,0.147903,1.0956,0.0,0.1639,0.0,1.0512,7.787,0.0,0.009359,0.0693,0.0,0.006421,0.0476,0.0,0.006148,0.0455,0.0
firefox-android,4654104,674,404,135,135,2273,0.8768,0.0,20,0.170737,1.2647,0.0,0.1297,0.0,1.1175,8.278,0.0,0.009538,0.0707,0.0,0.007541,0.0559,0.0,0.006552,0.0485,0.0
firefox-android,4654105,674,404,135,135,2273,0.785,0.0,20,0.127493,0.9444,0.0,0.0838,0.0,1.0714,7.936,0.0,0.018658,0.1382,0.0,0.012929,0.0958,0.0,0.01284,0.0951,0.0
firefox-android,4654106,674,404,135,135,2273,0.8911,0.0,20,0.098416,0.729,0.0,0.0629,0.0,0.6307,4.672,0.0,0.00672,0.0498,0.0,0.004421,0.0327,0.0,0.004838,0.0358,0.0
firefox-android,4654107,674,404,135,135,2273,0.5929,0.0,20,0.116356,0.8619,0.0,0.0852,0.0,0.9006,6.671,0.0,0.011628,0.0861,0.0,0.005611,0.0416,0.0,0.004458,0.033,0.0
firefox-android,4654108,674,404,135,135,2273,0.6432,0.0,20,0.068917,0.5105,0.0,0.0596,0.0,0.673,4.985,0.0,0.01628,0.1206,0.0,0.011507,0.0852,0.0,0.011576,0.0857,0.0
firefox-android,4654110,674,404,135,135,2273,0.6499,0.0,20,0.112561,0.8338,0.0,0.07,0.0,0.8174,6.055,0.0,0.007722,0.0572,0.0,0.005491,0.0407,0.0,0.005382,0.0399,0.0
firefox-android,4654112,674,404,135,135,2273,0.6475,0.0,20,0.118421,0.8772,0.0,0.0697,0.0,1.0093,7.477,0.0,0.011701,0.0867,0.0,0.00741,0.0549,0.0,0.011153,0.0826,0.0
firefox-android,4653699,670,402,134,134,2273,0.931,1020.0,20,0.098146,0.7324,0.0,0.0849,0.0,0.7239,5.403,0.0,0.007702,0.0575,0.0,0.004849,0.0362,0.0,0.004836,0.0361,0.0
firefox-android,4653700,670,402,134,134,2273,0.6314,0.0,20,0.103825,0.7748,0.0,0.1368,0.0,1.1555,8.623,0.0,0.014989,0.1119,0.0,0.011138,0.0831,0.0,0.009102,0.0679,0.0
firefox-android,4653701,670,402,134,134,2273,0.6136,0.0,20,0.13317,0.9938,0.0,0.1429,0.0,0.7263,5.42,0.0,0.015308,0.1142,0.0,0.009443,0.0705,0.0,0.009335,0.0697,0.0
firefox-android,4653702,670,402,134,134,2273,0.897,0.0,20,0.155253,1.1586,0.0,0.1806,0.0,0.7708,5.752,0.0,0.007199,0.0537,0.0,0.004741,0.0354,0.0,0.005512,0.0411,0.0
firefox-android,4653705,670,402,134,134,2273,0.5953,0.0,20,0.103224,0.7703,0.0,0.1164,0.0,1.0607,7.916,0.0,0.017223,0.1285,0.0,0.012062,0.09,0.0,0.012195,0.091,0.0
firefox-android,4653708,670,402,134,134,2273,0.7219,0.0,20,0.123564,0.9221,0.0,0.1283,0.0,0.7413,5.532,0.0,0.007136,0.0533,0.0,0.004888,0.0365,0.0,0.004983,0.0372,0.0
firefox-android,4653709,670,402,134,134,2273,0.6888,0.0,20,0.140628,1.0495,0.0,0.0975,0.0,0.9972,7.442,0.0,0.007483,0.0558,0.0,0.005148,0.0384,0.0,0.005133,0.0383,0.0
firefox-android,4653710,670,402,134,134,2273,0.6131,0.0,20,0.094101,0.7022,0.0,0.0787,0.0,0.9262,6.912,0.0,0.011456,0.0855,0.0,0.006914,0.0516,0.0,0.009799,0.0731,0.0
firefox-android,4653711,670,402,134,134,2273,0.9179,0.0,20,0.158932,1.1861,0.0,0.1492,0.0,0.9191,6.859,0.0,0.009321,0.0696,0.0,0.006556,0.0489,0.0,0.006893,0.0514,0.0
firefox-android,4653714,670,402,134,134,2273,0.8099,0.0,20,0.145123,1.083,0.0,0.1343,0.0,1.3223,9.868,0.0,0.018399,0.1373,0.0,0.013002,0.097,0.0,0.012475,0.0931,0.0
firefox-android,4653716,670,402,134,134,2273,0.8128,0.0,20,0.128121,0.9561,0.0,0.1494,0.0,0.6071,4.53,0.0,0.006759,0.0504,0.0,0.005801,0.0433,0.0,0.004585,0.0342,0.0
firefox-android,4654023,660,396,132,132,2273,0.5896,0.0,20,0.09379,0.7105,0.0,0.1009,0.0,1.1821,8.955,0.0,0.010053,0.0762,0.0,0.008068,0.0611,0.0,0.006773,0.0513,0.0
firefox-android,4654024,660,396,132,132,2273,0.75,0.0,20,0.112525,0.8525,0.0,0.115,0.0,1.0514,7.965,0.0,0.018531,0.1404,0.0,0.012225,0.0926,0.0,0.01258,0.0953,0.0
firefox-android,4654025,660,396,132,132,2273,0.9255,0.0,20,0.130775,0.9907,0.0,0.1461,0.0,0.9951,7.539,0.0,0.009725,0.0737,0.0,0.007081,0.0536,0.0,0.00664,0.0503,0.0
firefox-android,4654026,660,396,132,132,2273,0.7481,0.0,20,0.134152,1.0163,0.0,0.1248,0.0,0.8985,6.807,0.0,0.012114,0.0918,0.0,0.008204,0.0622,0.0,0.007553,0.0572,0.0
firefox-android,4654027,660,396,132,132,2273,0.5023,52.0,20,0.060675,0.4597,0.0,0.0714,0.0,0.5857,4.437,0.0,0.007746,0.0587,0.0,0.004313,0.0327,0.0,0.004206,0.0319,0.0
firefox-android,4654029,660,396,132,132,2273,0.5403,0.0,20,0.092378,0.6998,0.0,0.083,0.0,0.795,6.022,0.0,0.006099,0.0462,0.0,0.004219,0.032,0.0,0.004186,0.0317,0.0
firefox-android,4654032,660,396,132,132,2273,0.5464,0.0,20,0.078979,0.5983,0.0,0.0634,0.0,0.727,5.508,0.0,0.014039,0.1064,0.0,0.010761,0.0815,0.0,0.010471,0.0793,0.0
firefox-android,4654033,660,396,132,132,2273,0.7866,0.0,20,0.125856,0.9535,0.0,0.1078,0.0,0.7089,5.37,0.0,0.006931,0.0525,0.0,0.004761,0.0361,0.0,0.004798,0.0364,0.0
firefox-android,4654034,660,396,132,132,2273,0.5356,0.0,20,0.087386,0.662,0.0,0.0806,0.0,0.9808,7.43,0.0,0.016367,0.124,0.0,0.011397,0.0863,0.0,0.010676,0.0809,0.0
firefox-android,4654035,660,396,132,132,2273,0.795,0.0,20,0.123564,0.9361,0.0,0.0928,0.0,0.6956,5.269,0.0,0.008194,0.0621,0.0,0.0057,0.0432,0.0,0.00505,0.0383,0.0
firefox-android,4654036,660,396,132,132,2273,0.661,0.0,20,0.133884,1.0143,0.0,0.118,0.0,0.9665,7.322,0.0,0.00777,0.0589,0.0,0.005217,0.0395,0.0,0.005233,0.0396,0.0
firefox-android,4654038,660,396,132,132,2273,0.5808,0.0,20,0.080277,0.6082,0.0,0.0669,0.0,0.777,5.886,0.0,0.006991,0.053,0.0,0.004895,0.0371,0.0,0.005203,0.0394,0.0
firefox-android,4654040,660,396,132,132,2273,0.7967,0.0,20,0.141686,1.0734,0.0,0.1546,0.0,0.9445,7.155,0.0,0.009831,0.0745,0.0,0.006643,0.0503,0.0,0.006789,0.0514,0.0
firefox-android,4654131,653,392,131,130,2273,0.8457,876.0,20,0.146446,1.1265,0.0,0.2021,0.0,1.1384,8.757,0.0,0.014965,0.1151,0.0,0.011241,0.0865,0.0,0.00947,0.0728,0.0
firefox-android,4654132,653,392,131,130,2273,0.8498,0.0,20,0.116131,0.8933,0.0,0.2002,0.0,0.6005,4.619,0.0,0.006406,0.0493,0.0,0.004247,0.0327,0.0,0.008257,0.0635,0.0
firefox-android,4654133,653,392,131,130,2273,0.5071,0.0,20,0.092981,0.7152,0.0,0.1724,0.0,0.9284,7.141,0.0,0.007878,0.0606,0.0,0.004804,0.037,0.0,0.004731,0.0364,0.0
firefox-android,4654134,653,392,131,130,2273,0.557,0.0,20,0.112225,0.8633,0.0,0.2041,0.0,0.7615,5.857,0.0,0.012765,0.0982,0.0,0.0094,0.0723,0.0,0.01032,0.0794,0.0
firefox-android,4654135,653,392,131,130,2273,0.8365,0.0,20,0.131187,1.0091,0.0,0.3099,0.0,0.7297,5.613,0.0,0.007237,0.0557,0.0,0.005193,0.0399,0.0,0.004641,0.0357,0.0
firefox-android,4654137,653,392,131,130,2273,0.6174,0.0,20,0.09506,0.7312,0.0,0.1407,0.0,1.0973,8.441,0.0,0.008017,0.0617,0.0,0.005461,0.042,0.0,0.00574,0.0442,0.0
firefox-android,4654139,653,392,131,130,2273,0.6404,0.0,20,0.10889,0.8376,0.0,0.1602,0.0,0.6674,5.134,0.0,0.006504,0.05,0.0,0.004379,0.0337,0.0,0.004425,0.034,0.0
firefox-android,4654140,653,392,131,130,2273,0.6582,0.0,20,0.125716,0.967,0.0,0.117,0.0,0.9136,7.028,0.0,0.011271,0.0867,0.0,0.006932,0.0533,0.0,0.005216,0.0401,0.0
firefox-android,4654141,653,392,131,130,2273,0.6093,0.0,20,0.094687,0.7284,0.0,0.0847,0.0,0.7168,5.514,0.0,0.007475,0.0575,0.0,0.005895,0.0453,0.0,0.005304,0.0408,0.0
firefox-android,4654142,653,392,131,130,2273,0.7712,0.0,20,0.126691,0.9745,0.0,0.1501,0.0,0.7575,5.827,4.0,0.010526,0.081,0.0,0.007256,0.0558,0.0,0.007176,0.0552,0.0
firefox-android,4654144,653,392,131,130,2273,0.6066,0.0,20,0.091139,0.7011,0.0,0.2531,0.0,0.9934,7.642,0.0,0.010515,0.0809,0.0,0.005954,0.0458,0.0,0.005206,0.04,0.0
firefox-android,4654146,653,392,131,130,2273,0.6318,0.0,20,0.1069,0.8223,0.0,0.0897,0.0,0.8037,6.182,0.0,0.018513,0.1424,0.0,0.020455,0.1573,0.0,0.014164,0.109,0.0
firefox-android,4654148,653,392,131,130,2273,1.0024,0.0,20,0.155995,1.2,0.0,0.2265,0.0,1.1367,8.744,0.0,0.009955,0.0766,0.0,0.006522,0.0502,0.0,0.006746,0.0519,0.0
firefox-android,4654113,646,388,129,129,2273,0.875,0.0,20,0.136117,1.0552,0.0,0.1281,0.0,1.2507,9.695,0.0,0.018179,0.1409,0.0,0.013476,0.1045,0.0,0.013473,0.1044,0.0
firefox-android,4654114,646,388,129,129,2273,0.862,0.0,20,0.143669,1.1137,0.0,0.2325,0.0,0.9246,7.167,0.0,0.011192,0.0868,0.0,0.007678,0.0595,0.0,0.007849,0.0608,0.0
firefox-android,4654115,646,388,129,129,2273,0.8335,0.0,20,0.139828,1.0839,0.0,0.2343,0.0,0.9132,7.079,0.0,0.00629,0.0488,0.0,0.004268,0.0331,0.0,0.00535,0.0415,0.0
firefox-android,4654116,646,388,129,129,2273,0.4986,0.0,20,0.089727,0.6956,0.0,0.1342,0.0,0.7257,5.626,0.0,0.006414,0.0497,0.0,0.004759,0.0369,0.0,0.00423,0.0328,0.0
firefox-android,4654117,646,388,129,129,2273,0.5744,0.0,20,0.079621,0.6172,0.0,0.2043,0.0,0.8043,6.235,0.0,0.006389,0.0495,0.0,0.004403,0.0341,0.0,0.004333,0.0336,0.0
firefox-android,4654119,646,388,129,129,2273,0.5167,0.0,20,0.08966,0.695,0.0,0.059,0.0,0.8166,6.33,0.0,0.007358,0.057,0.0,0.004712,0.0365,0.0,0.005554,0.0431,0.0
firefox-android,4654121,646,388,129,129,2273,0.6303,0.0,20,0.105932,0.8212,0.0,0.1232,0.0,0.8134,6.306,0.0,0.014428,0.1118,0.0,0.010508,0.0815,0.0,0.010762,0.0834,0.0
firefox-android,4654122,646,388,129,129,2273,0.7909,0.0,20,0.121764,0.9439,0.0,0.188,0.0,0.6904,5.352,0.0,0.006903,0.0535,0.0,0.005119,0.0397,0.0,0.004954,0.0384,0.0
firefox-android,4654123,646,388,129,129,2273,0.284,0.0,10,0.102975,0.7983,0.0,0.1936,0.0,0.9556,7.408,0.0,0.014124,0.1095,0.0,0.009822,0.0761,0.0,0.010132,0.0785,0.0
firefox-android,4654124,646,388,129,129,2273,0.617,0.0,16,0.128618,0.997,0.0,0.1473,0.0,0.6776,5.253,0.0,0.006882,0.0533,0.0,0.004539,0.0352,0.0,0.005123,0.0397,0.0
firefox-android,4654125,646,388,129,129,2273,0.6803,0.0,20,0.127398,0.9876,0.0,0.2022,0.0,0.9661,7.489,0.0,0.020165,0.1563,0.0,0.009147,0.0709,0.0,0.010644,0.0825,0.0
firefox-android,4654126,646,388,129,129,2273,0.5748,0.0,20,0.095352,0.7392,0.0,0.244,0.0,1.0758,8.339,0.0,0.007765,0.0602,0.0,0.005299,0.0411,0.0,0.00539,0.0418,0.0
firefox-android,4654128,646,388,129,129,2273,0.6099,0.0,20,0.113708,0.8815,0.0,0.0568,0.0,0.658,5.101,0.0,0.006507,0.0504,0.0,0.004509,0.035,0.0,0.004543,0.0352,0.0
firefox-android,4654130,646,388,129,129,2273,0.7152,0.0,20,0.130613,1.0125,0.0,0.1847,0.0,0.868,6.728,0.0,0.009883,0.0766,0.0,0.008308,0.0644,0.0,0.008634,0.0669,0.0
