dataset,signature_id,T_total,T_train,T_val,T_test,n_params,trans_train_time_s,trans_train_mem_KB,trans_n_epochs,trans_infer_time_s,trans_infer_time_ms_per_step,trans_infer_mem_KB,arima_fit_time_s,arima_fit_mem_KB,arima_infer_time_s,arima_infer_time_ms_per_step,arima_infer_mem_KB,sma_infer_time_s,sma_infer_time_ms_per_step,sma_infer_mem_KB,ewma_infer_time_s,ewma_infer_time_ms_per_step,ewma_infer_mem_KB,last_infer_time_s,last_infer_time_ms_per_step,last_infer_mem_KB
firefox-android,4654654,643,386,129,128,2273,0.6134,0.0,18,0.102294,0.7992,0.0,0.0802,0.0,0.816,6.375,0.0,0.008002,0.0625,0.0,0.006647,0.0519,0.0,0.009502,0.0742,0.0
firefox-android,4654655,643,386,129,128,2273,0.7862,0.0,20,0.129517,1.0119,0.0,0.1292,0.0,0.7138,5.577,0.0,0.010789,0.0843,0.0,0.005878,0.0459,0.0,0.006174,0.0482,0.0
firefox-android,4654656,643,386,129,128,2273,0.7667,0.0,18,0.112493,0.8788,0.0,0.1155,0.0,0.8654,6.761,0.0,0.013551,0.1059,0.0,0.010251,0.0801,0.0,0.010118,0.079,0.0
firefox-android,4654657,643,386,129,128,2273,0.6798,0.0,20,0.081339,0.6355,0.0,0.0883,0.0,0.7385,5.77,0.0,0.006211,0.0485,0.0,0.004211,0.0329,0.0,0.004219,0.033,0.0
firefox-android,4654658,643,386,129,128,2273,0.5589,0.0,20,0.101332,0.7917,0.0,0.1568,0.0,1.2157,9.498,0.0,0.00592,0.0463,0.0,0.003912,0.0306,0.0,0.003896,0.0304,0.0
firefox-android,4654660,643,386,129,128,2273,0.5195,0.0,20,0.102274,0.799,0.0,0.0988,0.0,0.7346,5.739,0.0,0.006761,0.0528,0.0,0.004999,0.0391,0.0,0.004932,0.0385,0.0
firefox-android,4654662,643,386,129,128,2273,0.7548,0.0,20,0.130024,1.0158,0.0,0.152,0.0,0.8523,6.659,0.0,0.006099,0.0477,0.0,0.004058,0.0317,0.0,0.004345,0.0339,0.0
firefox-android,4654663,643,386,129,128,2273,0.6918,0.0,20,0.091056,0.7114,0.0,0.0972,0.0,1.18,9.218,0.0,0.012887,0.1007,0.0,0.006976,0.0545,0.0,0.009791,0.0765,0.0
firefox-android,4654664,643,386,129,128,2273,0.7623,0.0,20,0.113787,0.889,0.0,0.1035,0.0,0.858,6.703,0.0,0.008569,0.0669,0.0,0.005203,0.0406,0.0,0.00652,0.0509,0.0
firefox-android,4654665,643,386,129,128,2273,0.6598,0.0,20,0.154852,1.2098,0.0,0.1137,0.0,1.3756,10.747,0.0,0.019537,0.1526,0.0,0.015672,0.1224,0.0,0.014886,0.1163,0.0
firefox-android,4654666,643,386,129,128,2273,0.9285,0.0,20,0.153578,1.1998,0.0,0.1226,0.0,1.2139,9.484,0.0,0.016578,0.1295,0.0,0.011557,0.0903,0.0,0.008057,0.0629,0.0
firefox-android,4654667,643,386,129,128,2273,0.6949,0.0,15,0.157362,1.2294,0.0,0.1209,0.0,1.0214,7.98,0.0,0.017785,0.1389,0.0,0.0119,0.093,0.0,0.011898,0.093,0.0
firefox-android,4654669,643,386,129,128,2273,0.8322,0.0,20,0.134468,1.0505,0.0,0.1126,0.0,1.2602,9.845,0.0,0.014294,0.1117,0.0,0.012472,0.0974,0.0,0.00898,0.0702,0.0
firefox-android,4654671,643,386,129,128,2273,0.8923,0.0,20,0.120663,0.9427,0.0,0.1215,0.0,1.3234,10.339,0.0,0.016252,0.127,0.0,0.015618,0.122,0.0,0.012197,0.0953,0.0
firefox-android,4670242,637,382,127,128,2273,0.64,0.0,20,0.109304,0.8539,0.0,0.057,0.0,0.6806,5.317,0.0,0.006975,0.0545,0.0,0.004878,0.0381,0.0,0.004661,0.0364,0.0
firefox-android,4670243,637,382,127,128,2273,0.525,8.0,20,0.088389,0.6905,0.0,0.0466,0.0,0.7306,5.708,0.0,0.010891,0.0851,0.0,0.004919,0.0384,0.0,0.00789,0.0616,0.0
firefox-android,4670245,637,382,127,128,2273,0.9128,0.0,20,0.173224,1.3533,0.0,0.1544,0.0,0.5777,4.514,64.0,0.006809,0.0532,0.0,0.004745,0.0371,0.0,0.00468,0.0366,0.0
firefox-android,4670246,637,382,127,128,2273,0.489,0.0,20,0.104667,0.8177,0.0,0.0474,0.0,0.7757,6.061,0.0,0.011767,0.0919,0.0,0.007664,0.0599,0.0,0.007737,0.0604,0.0
firefox-android,4653987,634,380,127,127,2273,0.5902,0.0,20,0.104942,0.8263,0.0,0.0996,0.0,0.6997,5.51,0.0,0.006719,0.0529,0.0,0.004534,0.0357,0.0,0.004539,0.0357,0.0
firefox-android,4653988,634,380,127,127,2273,0.6501,0.0,20,0.116196,0.9149,0.0,0.1116,0.0,1.0942,8.616,0.0,0.007911,0.0623,0.0,0.006393,0.0503,0.0,0.006004,0.0473,0.0
firefox-android,4653989,634,380,127,127,2273,0.6309,0.0,20,0.097379,0.7668,0.0,0.0806,0.0,0.6936,5.461,0.0,0.012241,0.0964,0.0,0.008274,0.0651,0.0,0.008509,0.067,0.0
firefox-android,4653990,634,380,127,127,2273,0.7585,0.0,20,0.133913,1.0544,0.0,0.1195,0.0,0.7851,6.182,0.0,0.007114,0.056,0.0,0.004848,0.0382,0.0,0.004925,0.0388,0.0
firefox-android,4653991,634,380,127,127,2273,0.6134,0.0,20,0.089696,0.7063,0.0,0.1113,0.0,1.1461,9.024,0.0,0.016241,0.1279,0.0,0.011707,0.0922,0.0,0.013996,0.1102,0.0
firefox-android,4653993,634,380,127,127,2273,0.7442,0.0,20,0.110934,0.8735,0.0,0.0819,0.0,0.6811,5.363,0.0,0.00705,0.0555,0.0,0.004605,0.0363,0.0,0.004712,0.0371,0.0
firefox-android,4653995,634,380,127,127,2273,0.6202,0.0,20,0.135996,1.0708,0.0,0.1529,0.0,0.9229,7.267,0.0,0.007411,0.0584,0.0,0.005102,0.0402,0.0,0.005083,0.04,0.0
firefox-android,4653996,634,380,127,127,2273,0.6437,0.0,20,0.098859,0.7784,0.0,0.0786,0.0,0.8721,6.867,0.0,0.014575,0.1148,0.0,0.009691,0.0763,0.0,0.00935,0.0736,0.0
firefox-android,4653997,634,380,127,127,2273,0.7493,0.0,20,0.1102,0.8677,0.0,0.0571,0.0,0.6697,5.273,0.0,0.007959,0.0627,0.0,0.004897,0.0386,0.0,0.004695,0.037,0.0
firefox-android,4653998,634,380,127,127,2273,0.5736,0.0,20,0.101058,0.7957,0.0,0.1326,0.0,1.017,8.008,0.0,0.013318,0.1049,0.0,0.009375,0.0738,0.0,0.009272,0.073,0.0
firefox-android,4653999,634,380,127,127,2273,0.6454,0.0,20,0.120548,0.9492,0.0,0.0734,0.0,0.6582,5.183,0.0,0.008997,0.0708,0.0,0.007423,0.0584,0.0,0.009358,0.0737,0.0
firefox-android,4654000,634,380,127,127,2273,0.7097,0.0,20,0.125056,0.9847,0.0,0.0827,0.0,0.7197,5.667,0.0,0.007765,0.0611,0.0,0.005343,0.0421,0.0,0.004675,0.0368,0.0
firefox-android,4654002,634,380,127,127,2273,0.6041,0.0,20,0.106347,0.8374,0.0,0.0784,0.0,0.671,5.284,0.0,0.007568,0.0596,0.0,0.004845,0.0382,0.0,0.004871,0.0384,0.0
firefox-android,4654004,634,380,127,127,2273,0.7213,0.0,20,0.130871,1.0305,0.0,0.0941,0.0,0.8305,6.54,0.0,0.00698,0.055,0.0,0.004674,0.0368,0.0,0.004659,0.0367,0.0
firefox-android,4654636,634,380,127,127,2273,0.5755,0.0,20,0.103492,0.8149,0.0,0.1729,0.0,0.658,5.181,0.0,0.00679,0.0535,0.0,0.004637,0.0365,0.0,0.004657,0.0367,0.0
firefox-android,4654637,634,380,127,127,2273,0.6965,0.0,20,0.123758,0.9745,0.0,0.1986,0.0,0.9598,7.557,0.0,0.008936,0.0704,0.0,0.006204,0.0488,0.0,0.006266,0.0493,0.0
firefox-android,4654638,634,380,127,127,2273,0.7584,0.0,20,0.09983,0.7861,0.0,0.1254,0.0,1.2049,9.487,0.0,0.012131,0.0955,0.0,0.006546,0.0515,0.0,0.007193,0.0566,0.0
firefox-android,4654639,634,380,127,127,2273,0.7186,0.0,20,0.076245,0.6004,0.0,0.0813,0.0,0.5446,4.288,0.0,0.006072,0.0478,0.0,0.004145,0.0326,0.0,0.004268,0.0336,0.0
firefox-android,4654640,634,380,127,127,2273,0.4993,0.0,20,0.065022,0.512,0.0,0.0807,0.0,0.9627,7.581,0.0,0.014726,0.116,0.0,0.010202,0.0803,0.0,0.010383,0.0818,0.0
firefox-android,4654642,634,380,127,127,2273,0.7851,0.0,20,0.131571,1.036,0.0,0.0924,0.0,0.8299,6.534,0.0,0.010439,0.0822,0.0,0.007034,0.0554,0.0,0.005834,0.0459,0.0
firefox-android,4654644,634,380,127,127,2273,0.8026,0.0,20,0.105286,0.829,0.0,0.1222,0.0,1.149,9.048,0.0,0.008788,0.0692,0.0,0.010992,0.0865,0.0,0.011831,0.0932,0.0
firefox-android,4654645,634,380,127,127,2273,0.7813,0.0,20,0.109506,0.8623,0.0,0.1432,0.0,0.7501,5.907,0.0,0.007275,0.0573,0.0,0.005005,0.0394,0.0,0.005009,0.0394,0.0
firefox-android,4654646,634,380,127,127,2273,0.6149,0.0,20,0.099826,0.786,0.0,0.2232,0.0,1.0796,8.501,0.0,0.016241,0.1279,0.0,0.008515,0.0671,0.0,0.007957,0.0627,0.0
firefox-android,4654647,634,380,127,127,2273,0.7979,0.0,20,0.090103,0.7095,0.0,0.1491,0.0,0.6871,5.41,0.0,0.007854,0.0618,0.0,0.00515,0.0406,0.0,0.005127,0.0404,0.0
firefox-android,4654648,634,380,127,127,2273,0.4859,0.0,16,0.123791,0.9747,0.0,0.192,0.0,0.9796,7.713,0.0,0.007241,0.057,0.0,0.004971,0.0391,0.0,0.007906,0.0623,0.0
firefox-android,4654649,634,380,127,127,2273,0.6285,0.0,20,0.100188,0.7889,0.0,0.2109,0.0,0.7092,5.584,0.0,0.007347,0.0578,0.0,0.005124,0.0403,0.0,0.006505,0.0512,0.0
firefox-android,4654651,634,380,127,127,2273,0.8086,0.0,20,0.129846,1.0224,0.0,0.0891,0.0,0.7414,5.838,0.0,0.007749,0.061,0.0,0.00517,0.0407,0.0,0.005473,0.0431,0.0
firefox-android,4654653,634,380,127,127,2273,0.4803,0.0,15,0.11398,0.8975,0.0,0.0856,0.0,1.1619,9.149,0.0,0.016255,0.128,0.0,0.011455,0.0902,0.0,0.01149,0.0905,0.0
firefox-android,4654582,620,372,124,124,2273,0.7365,0.0,20,0.080827,0.6518,0.0,0.1307,0.0,0.6784,5.471,0.0,0.007274,0.0587,0.0,0.004329,0.0349,0.0,0.004407,0.0355,0.0
firefox-android,4654583,620,372,124,124,2273,0.7427,2360.0,20,0.136265,1.0989,0.0,0.1458,0.0,0.8505,6.859,0.0,0.006985,0.0563,0.0,0.004725,0.0381,0.0,0.005528,0.0446,0.0
firefox-android,4654584,620,372,124,124,2273,0.5951,1908.0,20,0.111443,0.8987,0.0,0.1195,0.0,1.0857,8.755,0.0,0.017559,0.1416,0.0,0.008677,0.07,0.0,0.012149,0.098,0.0
firefox-android,4654585,620,372,124,124,2273,0.8726,1908.0,20,0.134932,1.0882,0.0,0.1383,0.0,1.1465,9.246,0.0,0.018076,0.1458,0.0,0.013016,0.105,0.0,0.013515,0.109,0.0
firefox-android,4654586,620,372,124,124,2273,1.0113,1908.0,20,0.193768,1.5626,0.0,0.1752,0.0,0.9728,7.845,0.0,0.01018,0.0821,0.0,0.006666,0.0538,0.0,0.006937,0.0559,0.0
firefox-android,4654590,620,372,124,124,2273,0.8248,1908.0,20,0.113601,0.9161,0.0,0.1647,0.0,1.3024,10.503,0.0,0.013822,0.1115,0.0,0.00983,0.0793,0.0,0.011801,0.0952,0.0
firefox-android,4654591,620,372,124,124,2273,0.8958,1908.0,20,0.113261,0.9134,0.0,0.1011,0.0,1.2218,9.853,0.0,0.013624,0.1099,0.0,0.008647,0.0697,0.0,0.006872,0.0554,0.0
firefox-android,4654592,620,372,124,124,2273,0.9819,1908.0,20,0.179369,1.4465,0.0,0.1206,0.0,1.1537,9.304,0.0,0.013421,0.1082,0.0,0.014358,0.1158,0.0,0.012188,0.0983,0.0
firefox-android,4654594,620,372,124,124,2273,0.813,2388.0,20,0.119906,0.967,0.0,0.1138,0.0,1.3844,11.164,0.0,0.012945,0.1044,0.0,0.012893,0.104,0.0,0.012839,0.1035,0.0
firefox-android,4654595,620,372,124,124,2273,0.8659,1908.0,20,0.109853,0.8859,0.0,0.1229,0.0,0.9075,7.319,0.0,0.009398,0.0758,0.0,0.007158,0.0577,0.0,0.006496,0.0524,0.0
firefox-android,4654597,620,372,124,124,2273,0.8874,1908.0,20,0.14252,1.1494,0.0,0.1103,0.0,0.8693,7.01,0.0,0.006034,0.0487,0.0,0.00469,0.0378,0.0,0.004154,0.0335,0.0
firefox-android,4654599,620,372,124,124,2273,0.5459,1908.0,20,0.058439,0.4713,0.0,0.0825,0.0,0.7055,5.689,0.0,0.008102,0.0653,0.0,0.005749,0.0464,0.0,0.004441,0.0358,0.0
firefox-android,4654510,619,371,124,124,2273,0.5932,3104.0,20,0.083132,0.6704,0.0,0.1191,0.0,0.6231,5.025,0.0,0.006191,0.0499,0.0,0.004558,0.0368,0.0,0.004398,0.0355,0.0
firefox-android,4654511,619,371,124,124,2273,0.552,948.0,20,0.118146,0.9528,0.0,0.1239,0.0,0.7605,6.133,0.0,0.007265,0.0586,0.0,0.004422,0.0357,0.0,0.007788,0.0628,0.0
firefox-android,4654512,619,371,124,124,2273,0.525,1908.0,20,0.090507,0.7299,0.0,0.1164,0.0,0.8132,6.558,0.0,0.013734,0.1108,0.0,0.010118,0.0816,0.0,0.010126,0.0817,0.0
firefox-android,4654513,619,371,124,124,2273,0.922,1908.0,20,0.111628,0.9002,0.0,0.1551,0.0,0.7238,5.837,0.0,0.007058,0.0569,0.0,0.004995,0.0403,0.0,0.005107,0.0412,0.0
firefox-android,4654514,619,371,124,124,2273,0.664,1908.0,20,0.12628,1.0184,0.0,0.2145,0.0,1.0188,8.216,0.0,0.013283,0.1071,0.0,0.005782,0.0466,0.0,0.005589,0.0451,0.0
firefox-android,4654516,619,371,124,124,2273,0.6559,1908.0,20,0.103782,0.837,0.0,0.1058,0.0,0.8306,6.698,0.0,0.017836,0.1438,0.0,0.012203,0.0984,0.0,0.015089,0.1217,0.0
firefox-android,4654519,619,371,124,124,2273,0.9149,1908.0,20,0.160332,1.293,0.0,0.201,0.0,0.6611,5.331,0.0,0.006582,0.0531,0.0,0.004508,0.0364,0.0,0.004576,0.0369,0.0
firefox-android,4654520,619,371,124,124,2273,0.6024,1908.0,20,0.10503,0.847,0.0,0.125,0.0,1.1622,9.373,0.0,0.013539,0.1092,0.0,0.006741,0.0544,0.0,0.009093,0.0733,0.0
firefox-android,4654522,619,371,124,124,2273,0.827,1908.0,20,0.109011,0.8791,0.0,0.2083,0.0,0.9651,7.783,0.0,0.016133,0.1301,0.0,0.013734,0.1108,0.0,0.015892,0.1282,0.0
firefox-android,4654525,619,371,124,124,2273,0.9028,1908.0,20,0.162971,1.3143,0.0,0.1238,0.0,0.6699,5.403,0.0,0.014651,0.1181,0.0,0.010126,0.0817,0.0,0.009333,0.0753,0.0
firefox-android,4654527,619,371,124,124,2273,0.6125,1908.0,20,0.084388,0.6805,0.0,0.0744,0.0,0.8036,6.481,0.0,0.010455,0.0843,0.0,0.004667,0.0376,0.0,0.005688,0.0459,0.0
firefox-android,4653789,617,370,123,124,2273,0.7268,1908.0,20,0.096374,0.7772,0.0,0.2405,0.0,0.7207,5.812,0.0,0.006951,0.0561,0.0,0.005428,0.0438,0.0,0.004895,0.0395,0.0
firefox-android,4653790,617,370,123,124,2273,0.6682,1908.0,17,0.138128,1.1139,0.0,0.1997,0.0,0.9084,7.325,0.0,0.00693,0.0559,0.0,0.005693,0.0459,0.0,0.004833,0.039,0.0
firefox-android,4653792,617,370,123,124,2273,0.6589,1908.0,20,0.110975,0.895,0.0,0.1953,0.0,0.9398,7.579,0.0,0.036222,0.2921,0.0,0.011145,0.0899,0.0,0.021881,0.1765,0.0
firefox-android,4653793,617,370,123,124,2273,0.7937,1908.0,20,0.141557,1.1416,0.0,0.1603,0.0,0.7192,5.8,0.0,0.006629,0.0535,0.0,0.005725,0.0462,0.0,0.005487,0.0442,0.0
firefox-android,4653798,617,370,123,124,2273,0.331,1908.0,10,0.124313,1.0025,0.0,0.2888,0.0,1.0059,8.112,0.0,0.008926,0.072,0.0,0.006208,0.0501,0.0,0.006624,0.0534,0.0
firefox-android,4653799,617,370,123,124,2273,0.3462,1908.0,10,0.107604,0.8678,0.0,0.2404,0.0,0.987,7.959,0.0,0.016456,0.1327,0.0,0.006668,0.0538,0.0,0.0057,0.046,0.0
firefox-android,4653804,617,370,123,124,2273,0.8386,1908.0,20,0.098949,0.798,0.0,0.0888,0.0,1.151,9.283,4.0,0.009475,0.0764,0.0,0.006777,0.0547,0.0,0.0064,0.0516,0.0
firefox-android,4653806,617,370,123,124,2273,1.0125,1908.0,20,0.187732,1.514,0.0,0.1841,0.0,1.5243,12.293,0.0,0.013408,0.1081,0.0,0.009875,0.0796,0.0,0.009055,0.073,0.0
firefox-android,4654384,605,363,121,121,2273,1.067,3104.0,20,0.155142,1.2822,0.0,0.1824,0.0,1.38,11.405,0.0,0.022817,0.1886,0.0,0.015985,0.1321,0.0,0.013563,0.1121,0.0
firefox-android,4654385,605,363,121,121,2273,1.1411,888.0,20,0.16885,1.3955,0.0,0.1787,0.0,1.0786,8.914,0.0,0.021893,0.1809,0.0,0.014297,0.1182,0.0,0.013662,0.1129,0.0
firefox-android,4654386,605,363,121,121,2273,0.9607,2356.0,20,0.618449,5.1111,0.0,0.2165,0.0,1.5969,13.198,0.0,0.021483,0.1775,0.0,0.009513,0.0786,0.0,0.012715,0.1051,0.0
firefox-android,4654387,605,363,121,121,2273,0.9095,1908.0,20,0.141971,1.1733,0.0,0.2032,0.0,1.0518,8.693,0.0,0.018057,0.1492,0.0,0.0127,0.105,0.0,0.007683,0.0635,0.0
firefox-android,4654388,605,363,121,121,2273,0.979,1908.0,20,0.168576,1.3932,0.0,0.3156,0.0,1.471,12.157,0.0,0.009349,0.0773,0.0,0.009368,0.0774,0.0,0.006089,0.0503,0.0
firefox-android,4654390,605,363,121,121,2273,0.9901,2356.0,20,0.184358,1.5236,0.0,0.143,0.0,1.0961,9.058,0.0,0.013256,0.1096,0.0,0.006309,0.0521,0.0,0.008959,0.074,0.0
firefox-android,4654392,605,363,121,121,2273,0.8266,2356.0,20,0.120111,0.9927,0.0,0.1552,0.0,0.6409,5.296,0.0,0.007627,0.063,0.0,0.004433,0.0366,0.0,0.004375,0.0362,0.0
firefox-android,4654393,605,363,121,121,2273,0.5587,2356.0,20,0.085454,0.7062,0.0,0.1094,0.0,0.6543,5.407,0.0,0.005775,0.0477,0.0,0.003788,0.0313,0.0,0.003875,0.032,0.0
firefox-android,4654394,605,363,121,121,2273,0.516,1908.0,20,0.070357,0.5815,0.0,0.0954,0.0,0.6817,5.634,0.0,0.006286,0.052,0.0,0.004486,0.0371,0.0,0.009279,0.0767,0.0
firefox-android,4654395,605,363,121,121,2273,0.7919,1908.0,20,0.132534,1.0953,0.0,0.1582,0.0,0.739,6.108,0.0,0.008208,0.0678,0.0,0.006488,0.0536,0.0,0.007672,0.0634,0.0
firefox-android,4654396,605,363,121,121,2273,0.6178,1908.0,20,0.102421,0.8465,0.0,0.1288,0.0,1.0939,9.04,64.0,0.013959,0.1154,0.0,0.0078,0.0645,0.0,0.005732,0.0474,0.0
firefox-android,4654397,605,363,121,121,2273,0.6787,1908.0,20,0.101791,0.8412,0.0,0.1924,0.0,0.6739,5.57,0.0,0.006849,0.0566,0.0,0.00454,0.0375,0.0,0.004582,0.0379,0.0
firefox-android,4654399,605,363,121,121,2273,0.7565,1908.0,20,0.139795,1.1553,0.0,0.1138,0.0,0.8577,7.089,0.0,0.007037,0.0582,0.0,0.005255,0.0434,0.0,0.005028,0.0416,0.0
firefox-android,4654401,605,363,121,121,2273,0.6624,1908.0,20,0.090233,0.7457,0.0,0.1122,0.0,0.8745,7.227,0.0,0.015079,0.1246,0.0,0.01119,0.0925,0.0,0.011494,0.095,0.0
firefox-android,4654672,603,362,121,120,2273,0.756,1892.0,20,0.101957,0.8496,0.0,0.1536,0.0,0.6271,5.226,0.0,0.006828,0.0569,0.0,0.004326,0.0361,0.0,0.005168,0.0431,0.0
firefox-android,4654673,603,362,121,120,2273,0.6568,1908.0,20,0.121395,1.0116,0.0,0.1483,0.0,0.9213,7.677,0.0,0.0084,0.07,0.0,0.006628,0.0552,0.0,0.006403,0.0534,0.0
firefox-android,4654675,603,362,121,120,2273,0.7077,1908.0,20,0.09246,0.7705,0.0,0.1173,0.0,0.79,6.584,0.0,0.007099,0.0592,0.0,0.004494,0.0375,0.0,0.008373,0.0698,0.0
firefox-android,4654676,603,362,121,120,2273,0.8495,1908.0,20,0.145602,1.2133,0.0,0.1906,0.0,0.734,6.117,0.0,0.011125,0.0927,0.0,0.004689,0.0391,0.0,0.004636,0.0386,0.0
firefox-android,4654678,603,362,121,120,2273,0.6695,1908.0,20,0.105189,0.8766,0.0,0.1027,0.0,1.0078,8.399,0.0,0.010006,0.0834,0.0,0.008794,0.0733,0.0,0.009377,0.0781,0.0
firefox-android,4654681,603,362,121,120,2273,0.695,1908.0,20,0.12076,1.0063,0.0,0.1161,0.0,0.6889,5.741,0.0,0.006218,0.0518,0.0,0.004219,0.0352,0.0,0.004448,0.0371,0.0
firefox-android,4654682,603,362,121,120,2273,0.7602,1908.0,20,0.124323,1.036,0.0,0.1526,0.0,0.7677,6.398,0.0,0.006651,0.0554,0.0,0.004965,0.0414,0.0,0.004567,0.0381,0.0
firefox-android,4654684,603,362,121,120,2273,0.6379,1908.0,20,0.118049,0.9837,0.0,0.1358,0.0,1.0891,9.076,0.0,0.013725,0.1144,0.0,0.01309,0.1091,0.0,0.009945,0.0829,0.0
firefox-android,4654685,603,362,121,120,2273,0.7063,1908.0,20,0.110362,0.9197,0.0,0.1761,0.0,0.6265,5.221,0.0,0.006188,0.0516,0.0,0.004245,0.0354,0.0,0.004279,0.0357,0.0
firefox-android,4654687,603,362,121,120,2273,0.7443,1908.0,20,0.125554,1.0463,0.0,0.1216,0.0,0.8543,7.119,0.0,0.006483,0.054,0.0,0.004198,0.035,0.0,0.004971,0.0414,0.0
firefox-android,4653825,600,360,120,120,2273,0.6365,2036.0,20,0.104521,0.871,0.0,0.1031,0.0,1.0368,8.64,0.0,0.013495,0.1125,0.0,0.00564,0.047,0.0,0.005991,0.0499,0.0
firefox-android,4653826,600,360,120,120,2273,0.7729,116.0,20,0.116176,0.9681,0.0,0.1068,0.0,0.6606,5.505,0.0,0.006611,0.0551,0.0,0.00434,0.0362,0.0,0.00531,0.0443,0.0
firefox-android,4653828,600,360,120,120,2273,0.7532,116.0,20,0.12721,1.0601,0.0,0.1407,0.0,0.8597,7.164,0.0,0.00702,0.0585,0.0,0.004831,0.0403,0.0,0.006456,0.0538,0.0
firefox-android,4653829,600,360,120,120,2273,0.6623,348.0,20,0.098713,0.8226,0.0,0.1012,0.0,0.9864,8.22,0.0,0.01394,0.1162,0.0,0.009582,0.0799,0.0,0.00966,0.0805,0.0
firefox-android,4653831,600,360,120,120,2273,0.7442,0.0,20,0.118465,0.9872,0.0,0.1025,0.0,0.9134,7.611,0.0,0.008406,0.07,0.0,0.005755,0.048,0.0,0.005823,0.0485,0.0
firefox-android,4653833,600,360,120,120,2273,0.7888,116.0,20,0.138107,1.1509,0.0,0.1395,0.0,0.8856,7.38,0.0,0.005911,0.0493,0.0,0.003907,0.0326,0.0,0.004088,0.0341,0.0
firefox-android,4653834,600,360,120,120,2273,0.5516,116.0,20,0.089007,0.7417,0.0,0.08,0.0,0.8981,7.484,0.0,0.015917,0.1326,0.0,0.010897,0.0908,0.0,0.011444,0.0954,0.0
firefox-android,4653836,600,360,120,120,2273,0.7625,116.0,20,0.088043,0.7337,24.0,0.1372,0.0,0.6993,5.827,0.0,0.006982,0.0582,0.0,0.004704,0.0392,0.0,0.004742,0.0395,0.0
firefox-android,4653837,600,360,120,120,2273,0.7531,208.0,20,0.125062,1.0422,0.0,0.1171,0.0,0.8733,7.278,0.0,0.014535,0.1211,0.0,0.007046,0.0587,0.0,0.005555,0.0463,0.0
firefox-android,4653838,600,360,120,120,2273,0.8068,0.0,20,0.105914,0.8826,0.0,0.1151,0.0,1.2553,10.461,36.0,0.014293,0.1191,0.0,0.009837,0.082,0.0,0.010312,0.0859,0.0
firefox-android,4653840,600,360,120,120,2273,0.6423,104.0,16,0.138086,1.1507,0.0,0.0726,0.0,0.7709,6.424,0.0,0.00584,0.0487,0.0,0.004487,0.0374,0.0,0.004006,0.0334,0.0
firefox-android,4653842,600,360,120,120,2273,0.4619,348.0,16,0.083421,0.6952,24.0,0.0571,0.0,0.8757,7.297,0.0,0.009536,0.0795,0.0,0.006062,0.0505,0.0,0.006088,0.0507,0.0
firefox-android,4654564,591,355,118,118,2273,0.7147,0.0,20,0.102428,0.868,0.0,0.0863,0.0,0.6387,5.413,0.0,0.009614,0.0815,0.0,0.005121,0.0434,0.0,0.004771,0.0404,0.0
firefox-android,4654566,591,355,118,118,2273,0.7799,0.0,20,0.12267,1.0396,0.0,0.1419,0.0,0.6741,5.713,0.0,0.006432,0.0545,0.0,0.004882,0.0414,0.0,0.004508,0.0382,0.0
firefox-android,4654567,591,355,118,118,2273,0.5494,116.0,20,0.10595,0.8979,0.0,0.1098,0.0,0.9995,8.47,0.0,0.013525,0.1146,0.0,0.009432,0.0799,0.0,0.010843,0.0919,0.0
firefox-android,4654568,591,355,118,118,2273,0.7363,360.0,20,0.085262,0.7226,0.0,0.0872,0.0,0.6881,5.831,0.0,0.010218,0.0866,0.0,0.010501,0.089,0.0,0.00783,0.0664,0.0
firefox-android,4654573,591,355,118,118,2273,0.8229,0.0,20,0.138337,1.1723,0.0,0.3214,0.0,0.6761,5.73,0.0,0.006881,0.0583,0.0,0.004608,0.0391,0.0,0.004647,0.0394,0.0
firefox-android,4654574,591,355,118,118,2273,0.619,360.0,20,0.085634,0.7257,0.0,0.151,0.0,1.0269,8.703,0.0,0.016215,0.1374,0.0,0.010466,0.0887,0.0,0.007602,0.0644,0.0
firefox-android,4654575,591,355,118,118,2273,0.8116,116.0,20,0.095768,0.8116,0.0,0.1665,0.0,0.8288,7.024,0.0,0.014368,0.1218,0.0,0.00585,0.0496,0.0,0.009455,0.0801,0.0
firefox-android,4654576,591,355,118,118,2273,0.8539,116.0,20,0.134111,1.1365,0.0,0.2234,0.0,0.5702,4.832,0.0,0.005623,0.0477,0.0,0.003813,0.0323,0.0,0.003847,0.0326,0.0
firefox-android,4654577,591,355,118,118,2273,0.5479,0.0,20,0.101822,0.8629,0.0,0.2077,0.0,0.8997,7.624,0.0,0.013216,0.112,0.0,0.010385,0.088,0.0,0.009759,0.0827,0.0
firefox-android,4654579,591,355,118,118,2273,0.6469,116.0,20,0.086486,0.7329,24.0,0.1564,0.0,0.9726,8.242,0.0,0.012295,0.1042,0.0,0.008829,0.0748,0.0,0.010345,0.0877,0.0
firefox-android,4654581,591,355,118,118,2273,0.8425,0.0,20,0.101304,0.8585,0.0,0.2141,0.0,0.7405,6.275,0.0,0.01575,0.1335,0.0,0.010053,0.0852,0.0,0.008347,0.0707,0.0
firefox-android,4653372,587,352,117,118,2273,0.7837,908.0,20,0.144712,1.2264,0.0,0.1508,0.0,0.9851,8.349,0.0,0.013899,0.1178,0.0,0.012137,0.1029,0.0,0.012113,0.1027,0.0
